,Name,Reason,Start Date,End Date
1,S. Mané,Thigh Muscle Strain,23/09/19,27/09/19
2,S. Mané,Hand Injury,11/04/19,13/04/19
3,S. Mané,Foot Injury,03/12/18,07/12/18
4,S. Mané,Thumb / Wrist Injury,08/10/18,24/10/18
5,S. Mané,Knock,07/05/18,12/05/18
6,S. Mané,Thigh Muscle Strain,25/04/18,02/05/18
7,S. Mané,Knock,22/04/18,23/04/18
8,S. Mané,Hamstring,13/11/17,17/11/17
9,S. Mané,Hamstring,08/10/17,03/11/17
10,S. Mané,Suspended,10/09/17,24/09/17
11,S. Mané,Suspended,10/09/17,20/09/17
12,S. Mané,Knee Injury,02/04/17,11/08/17
13,S. Mané,Knock,05/12/16,10/12/16
14,S. Mané,Illness,12/05/16,14/05/16
15,S. Mané,Suspended,26/10/15,29/10/15
16,S. Mané,Knock,03/05/15,08/05/15
17,S. Mané,Calf Muscle Strain,02/01/15,18/01/15
18,S. Mané,Ankle/Foot Injury,26/10/14,01/11/14
0,A. Laporte,Knock,23/01/20,18/02/20
1,A. Laporte,Knee Injury,01/09/19,20/01/20
2,A. Laporte,Knock,08/08/19,09/08/19
3,A. Laporte,Knock,25/02/19,08/03/19
4,A. Laporte,Knock,06/08/18,11/08/18
5,A. Laporte,Suspended,27/11/17,03/12/17
6,A. Laporte,Suspended,08/05/17,15/05/17
7,A. Laporte,Hip/Thigh Injury,20/02/17,04/03/17
8,A. Laporte,Suspended,12/12/16,20/12/16
9,A. Laporte,Knock,05/11/16,19/11/16
10,A. Laporte,Ankle Fracture,25/03/16,25/06/16
11,A. Laporte,Suspended,31/12/15,04/01/16
12,A. Laporte,Suspended,30/11/15,07/12/15
13,A. Laporte,Suspended,05/04/15,10/04/15
14,A. Laporte,Virus,05/03/15,09/03/15
15,A. Laporte,Suspended,30/01/15,12/02/15
16,A. Laporte,Suspended,15/12/14,22/12/14
17,A. Laporte,Knock,19/09/14,23/09/14
18,A. Laporte,Suspended,30/03/14,08/04/14
19,A. Laporte,Unknown,21/12/13,03/01/14
20,A. Laporte,Hamstring,04/11/13,08/11/13
21,A. Laporte,Knee Injury,23/04/13,04/07/13
22,A. Laporte,Suspended,09/04/13,15/04/13
23,A. Laporte,Suspended,06/01/13,13/01/13
0,Bernardo Silva,Suspended,13/11/19,24/11/19
1,Bernardo Silva,Knock,07/04/19,13/04/19
2,Bernardo Silva,Knock,19/11/18,30/11/18
3,Bernardo Silva,Ankle/Foot Injury,25/06/17,27/06/17
4,Bernardo Silva,Suspended,15/03/16,21/03/16
5,Bernardo Silva,Hip/Thigh Injury,09/02/16,01/03/16
6,Bernardo Silva,Suspended,27/10/15,02/11/15
0,Casemiro,Suspended,19/12/19,23/12/19
1,Casemiro,Suspended,13/05/19,20/05/19
2,Casemiro,Suspended,11/03/19,17/03/19
3,Casemiro,Ankle/Foot Injury,12/11/18,13/12/18
4,Casemiro,Suspended,03/07/18,07/07/18
5,Casemiro,Suspended,03/12/17,10/12/17
6,Casemiro,Suspended,19/03/17,03/04/17
7,Casemiro,Knock,19/09/16,25/11/16
8,Casemiro,Suspended,21/04/16,24/04/16
9,Casemiro,Suspended,29/04/13,06/05/13
0,H. Son,Broken Arm,17/02/20,-
1,H. Son,Suspended,23/12/19,02/01/20
2,H. Son,Suspended,04/11/19,05/11/19
3,H. Son,Suspended,05/05/19,18/08/19
4,H. Son,Calf/Shin Injury,31/01/19,01/02/19
5,H. Son,Broken Arm,14/06/17,12/08/17
6,H. Son,Ankle/Foot Injury,27/09/15,03/11/15
0,Fernandinho,Knock,23/01/20,01/02/20
1,Fernandinho,Suspended,27/10/19,30/10/19
2,Fernandinho,Knee Injury,26/04/19,31/05/19
3,Fernandinho,Knock,11/04/19,16/04/19
4,Fernandinho,Knock,25/02/19,29/03/19
5,Fernandinho,Thigh Muscle Strain,16/12/18,29/12/18
6,Fernandinho,Thigh Muscle Strain,09/12/18,14/12/18
7,Fernandinho,Knock,20/08/18,24/08/18
8,Fernandinho,Suspended,08/04/18,23/04/18
9,Fernandinho,Hamstring,26/02/18,11/03/18
10,Fernandinho,Knock,24/04/17,26/04/17
11,Fernandinho,Suspended,03/01/17,31/01/17
12,Fernandinho,Suspended,03/01/17,07/01/17
13,Fernandinho,Suspended,04/12/16,19/12/16
14,Fernandinho,Knock,02/11/16,04/11/16
15,Fernandinho,Knock,07/01/16,21/01/16
16,Fernandinho,Suspended,26/10/15,29/10/15
17,Fernandinho,Knock,02/02/14,17/02/14
18,Fernandinho,Knock,09/11/13,23/11/13
0,Thiago Silva,Hip/Thigh Injury,27/01/20,11/02/20
1,Thiago Silva,Illness,01/11/19,04/11/19
2,Thiago Silva,Knee Injury,15/04/19,31/05/19
3,Thiago Silva,Suspended,19/02/19,21/02/19
4,Thiago Silva,Groin/Pelvis Injury,23/10/18,31/10/18
5,Thiago Silva,Thigh Muscle Strain,02/05/18,07/05/18
6,Thiago Silva,Knee Injury,06/12/17,18/12/17
7,Thiago Silva,Thigh Muscle Strain,06/10/17,22/10/17
8,Thiago Silva,Knock,19/05/17,24/05/17
9,Thiago Silva,Knee Injury,04/04/17,15/04/17
10,Thiago Silva,Calf/Shin Injury,13/02/17,23/02/17
11,Thiago Silva,Hip/Thigh Injury,13/08/16,12/09/16
12,Thiago Silva,Groin Strain,11/01/16,01/02/16
13,Thiago Silva,Thigh Muscle Strain,16/04/15,26/04/15
14,Thiago Silva,Thigh Muscle Strain,24/11/14,28/11/14
15,Thiago Silva,Thigh Muscle Strain,13/08/14,20/10/14
16,Thiago Silva,Suspended,05/07/14,09/07/14
17,Thiago Silva,Hamstring,23/09/13,04/11/13
18,Thiago Silva,Suspended,09/05/13,22/05/13
19,Thiago Silva,Thigh Muscle Strain,12/01/13,04/03/13
20,Thiago Silva,Hip/Thigh Injury,01/09/12,03/09/12
0,K. Benzema,Knock,05/01/20,16/01/20
1,K. Benzema,Hamstring,26/04/19,10/05/19
2,K. Benzema,Hamstring,30/12/17,19/01/18
3,K. Benzema,Thigh Muscle Strain,10/09/17,03/10/17
4,K. Benzema,Knock,03/11/16,18/11/16
5,K. Benzema,Hamstring,14/08/16,08/09/16
6,K. Benzema,Hip/Thigh Injury,27/04/16,06/05/16
7,K. Benzema,Knee Injury,07/04/16,11/04/16
8,K. Benzema,Thigh Muscle Strain,28/02/16,17/03/16
9,K. Benzema,Hip/Thigh Injury,20/02/16,25/02/16
10,K. Benzema,Hamstring,03/11/15,18/11/15
11,K. Benzema,Hamstring,09/10/15,29/10/15
12,K. Benzema,Hamstring,05/08/15,28/08/15
13,K. Benzema,Knock,18/05/15,02/07/15
14,K. Benzema,Sprained Ankle,15/04/15,06/05/15
15,K. Benzema,Knee Injury,17/04/15,21/04/15
16,K. Benzema,Hip/Thigh Injury,17/10/14,21/10/14
17,K. Benzema,Hamstring,06/11/12,14/11/12
0,J. Vertonghen,Hamstring,28/10/19,26/11/19
1,J. Vertonghen,Head Injury,01/05/19,31/05/19
2,J. Vertonghen,Hip/Thigh Injury,24/02/19,01/03/19
3,J. Vertonghen,Thigh Muscle Strain,14/12/18,12/01/19
4,J. Vertonghen,Suspended,03/12/18,07/12/18
5,J. Vertonghen,Hamstring,30/09/18,23/11/18
6,J. Vertonghen,Ankle/Foot Injury,24/02/18,02/03/18
7,J. Vertonghen,Ankle/Foot Injury,06/11/17,17/11/17
8,J. Vertonghen,Ankle/Foot Injury,27/02/17,04/03/17
9,J. Vertonghen,Ankle Ligaments,15/01/17,18/02/17
10,J. Vertonghen,Suspended,29/12/16,02/01/17
11,J. Vertonghen,Ankle Ligaments,30/06/16,12/08/16
12,J. Vertonghen,Knee Injury,24/01/16,09/04/16
13,J. Vertonghen,Illness,04/04/15,18/04/15
14,J. Vertonghen,Knock,12/09/14,16/09/14
15,J. Vertonghen,Ankle/Foot Injury,01/04/14,16/05/14
16,J. Vertonghen,Ankle/Foot Injury,05/12/13,22/01/14
0,D. Mertens,Ankle/Foot Injury,24/06/18,27/06/18
1,D. Mertens,Suspended,17/03/13,07/04/13
2,D. Mertens,Groin Strain,04/12/12,15/01/13
0,M. Hummels,Suspended,01/12/19,08/12/19
1,M. Hummels,Back Injury,23/09/19,02/10/19
2,M. Hummels,Thigh Muscle Strain,16/04/19,22/04/19
3,M. Hummels,Illness,20/02/19,01/03/19
4,M. Hummels,Illness,27/11/18,07/12/18
5,M. Hummels,Neck Injury,22/06/18,22/06/18
6,M. Hummels,Suspended,03/07/16,08/07/16
7,M. Hummels,Calf Muscle Strain,05/06/16,15/06/16
8,M. Hummels,Illness,29/06/14,03/07/14
9,M. Hummels,Hip/Thigh Injury,17/06/14,20/06/14
0,T. Alderweireld,Thigh Muscle Strain,19/02/18,16/03/18
1,T. Alderweireld,Hamstring,02/11/17,06/02/18
2,T. Alderweireld,Groin/Pelvis Injury,27/02/17,04/03/17
3,T. Alderweireld,Hamstring,22/01/17,30/01/17
4,T. Alderweireld,Illness,28/12/16,31/12/16
5,T. Alderweireld,Back Injury,17/12/16,24/12/16
6,T. Alderweireld,Knee Injury,16/10/16,10/12/16
7,T. Alderweireld,Shoulder Injury,26/04/15,01/05/15
8,T. Alderweireld,Hamstring,12/01/15,02/03/15
9,T. Alderweireld,Hamstring,04/12/14,13/12/14
10,T. Alderweireld,Groin Strain,12/11/12,20/11/12
0,Jordi Alba,Hamstring,06/11/19,13/12/19
1,Jordi Alba,Hamstring,18/09/19,05/10/19
2,Jordi Alba,Suspended,03/02/19,11/02/19
3,Jordi Alba,Suspended,25/02/18,02/03/18
4,Jordi Alba,Hamstring,17/10/17,27/10/17
5,Jordi Alba,Thigh Muscle Strain,20/10/16,11/11/16
6,Jordi Alba,Hamstring,07/10/16,18/10/16
7,Jordi Alba,Hamstring,18/01/16,29/01/16
8,Jordi Alba,Back Injury,23/09/15,25/09/15
9,Jordi Alba,Hamstring,07/08/15,22/08/15
10,Jordi Alba,Suspended,26/04/15,29/04/15
11,Jordi Alba,Hamstring,28/03/15,10/04/15
12,Jordi Alba,Suspended,09/03/15,15/03/15
13,Jordi Alba,Hamstring,17/04/14,10/05/14
14,Jordi Alba,Suspended,30/03/14,06/04/14
15,Jordi Alba,Knock,19/02/14,01/03/14
16,Jordi Alba,Suspended,02/02/14,10/02/14
17,Jordi Alba,Thigh Muscle Strain,15/09/13,05/12/13
18,Jordi Alba,Thigh Muscle Strain,23/03/13,31/03/13
19,Jordi Alba,Illness,12/09/12,17/09/12
0,Thiago,Suspended,19/12/19,22/12/19
1,Thiago,Knock,01/02/19,06/02/19
2,Thiago,Ankle/Foot Injury,31/10/18,30/11/18
3,Thiago,Knee Injury,30/09/12,21/11/12
4,Thiago,Calf/Shin Injury,02/07/12,12/09/12
5,Thiago,Calf/Shin Injury,26/05/12,07/06/12
0,K. Navas,Groin Strain,09/11/19,20/11/19
1,K. Navas,Hamstring,11/05/19,17/05/19
2,K. Navas,Hamstring,18/01/19,30/01/19
3,K. Navas,Hamstring,19/10/17,24/11/17
4,K. Navas,Ankle/Foot Injury,11/10/17,16/10/17
5,K. Navas,Achilles tendonitis,18/08/16,23/09/16
6,K. Navas,Ankle/Foot Injury,05/05/16,12/05/16
7,K. Navas,Hamstring,05/11/15,18/11/15
8,K. Navas,Hamstring,30/10/15,02/11/15
9,K. Navas,Suspended,25/11/13,30/11/13
0,L. Sané,ACL Knee Ligament Injury,05/08/19,02/03/20
1,L. Sané,Ankle/Foot Injury,29/01/18,13/02/18
2,L. Sané,Illness,29/11/17,02/12/17
3,L. Sané,Nose Injury,22/05/17,11/08/17
4,L. Sané,MCL Knee Ligament Injury,19/12/16,10/01/17
5,L. Sané,Hamstring,01/08/16,25/08/16
0,Marquinhos,Groin/Pelvis Injury,23/01/20,13/02/20
1,Marquinhos,Groin Strain,13/01/20,20/01/20
2,Marquinhos,Suspended,15/05/19,20/05/19
3,Marquinhos,Knock,04/04/19,20/04/19
4,Marquinhos,Thigh Muscle Strain,07/03/18,16/03/18
5,Marquinhos,Hip/Thigh Injury,30/03/17,13/04/17
6,Marquinhos,Knock,21/01/16,25/01/16
7,Marquinhos,Thigh Muscle Strain,26/10/15,16/11/15
8,Marquinhos,Thigh Muscle Strain,14/08/15,19/08/15
9,Marquinhos,Thigh Muscle Strain,13/03/15,31/03/15
10,Marquinhos,Thigh Muscle Strain,04/10/14,30/10/14
11,Marquinhos,Thigh Muscle Strain,29/08/13,11/09/13
0,M. Verratti,Knock,16/01/20,21/01/20
1,M. Verratti,Thigh Muscle Strain,30/11/19,10/12/19
2,M. Verratti,Knee Injury,10/11/19,26/11/19
3,M. Verratti,Calf/Shin Injury,01/11/19,05/11/19
4,M. Verratti,Suspended,24/09/19,26/09/19
5,M. Verratti,Suspended,14/05/19,20/05/19
6,M. Verratti,Suspended,16/04/19,18/04/19
7,M. Verratti,Ankle/Foot Injury,21/01/19,08/02/19
8,M. Verratti,Knock,05/08/18,14/09/18
9,M. Verratti,Groin Strain,05/04/18,20/05/18
10,M. Verratti,Abdominal Strain,23/02/18,25/02/18
11,M. Verratti,Suspended,13/02/18,19/02/18
12,M. Verratti,Suspended,20/12/17,21/12/17
13,M. Verratti,Groin Strain,01/10/17,17/10/17
14,M. Verratti,Suspended,24/08/17,18/09/17
15,M. Verratti,Hamstring,19/05/17,25/05/17
16,M. Verratti,Suspended,07/03/17,13/03/17
17,M. Verratti,Calf/Shin Injury,28/01/17,09/02/17
18,M. Verratti,Hip/Thigh Injury,02/12/16,08/12/16
19,M. Verratti,Knock,19/09/16,26/09/16
20,M. Verratti,Pubalgia,02/05/16,05/08/16
21,M. Verratti,Pubalgia,21/02/16,22/02/16
22,M. Verratti,Pubalgia,01/02/16,11/02/16
23,M. Verratti,Calf Muscle Strain,21/01/16,26/01/16
24,M. Verratti,Sprained Ankle,04/11/15,07/12/15
25,M. Verratti,Calf Muscle Strain,15/10/15,19/10/15
26,M. Verratti,Hip Labrum Tear,19/08/15,28/08/15
27,M. Verratti,Suspended,12/05/15,17/05/15
28,M. Verratti,Suspended,14/04/15,20/04/15
29,M. Verratti,Suspended,17/02/15,23/02/15
30,M. Verratti,Suspended,16/12/14,18/12/14
31,M. Verratti,Pubalgia,20/11/14,02/12/14
32,M. Verratti,Groin Strain,04/11/14,08/11/14
33,M. Verratti,Suspended,23/09/14,26/09/14
34,M. Verratti,Suspended,01/04/14,08/04/14
35,M. Verratti,Suspended,30/01/14,02/02/14
36,M. Verratti,Groin Strain,03/01/14,13/01/14
37,M. Verratti,Knee Injury,08/11/13,21/11/13
38,M. Verratti,Suspended,08/10/13,22/10/13
39,M. Verratti,Suspended,03/05/13,15/05/13
40,M. Verratti,Thigh Muscle Strain,15/03/13,27/03/13
41,M. Verratti,Suspended,25/02/13,28/02/13
42,M. Verratti,Suspended,03/12/12,10/12/12
43,M. Verratti,Groin Strain,29/11/12,03/12/12
44,M. Verratti,Suspended,15/10/12,24/10/12
0,S. Umtiti,Knee Injury,22/10/19,04/11/19
1,S. Umtiti,Ankle/Foot Injury,08/09/19,17/10/19
2,S. Umtiti,Knee Injury,28/11/18,18/02/19
3,S. Umtiti,Knee Injury,28/09/18,10/11/18
4,S. Umtiti,Knee Injury,22/06/18,25/06/18
5,S. Umtiti,Knee Injury,07/05/18,17/05/18
6,S. Umtiti,Suspended,05/02/18,12/02/18
7,S. Umtiti,Thigh Muscle Rupture,03/12/17,20/01/18
8,S. Umtiti,Hamstring,10/11/16,29/11/16
9,S. Umtiti,Knee Injury,18/09/16,12/10/16
10,S. Umtiti,Suspended,22/02/16,29/02/16
11,S. Umtiti,Hip/Thigh Injury,10/11/15,29/12/15
12,S. Umtiti,Suspended,27/10/15,02/11/15
13,S. Umtiti,Suspended,17/03/15,23/03/15
14,S. Umtiti,Thigh Muscle Strain,17/08/14,10/09/14
15,S. Umtiti,Thigh Muscle Strain,22/03/14,02/04/14
16,S. Umtiti,Suspended,03/02/14,06/02/14
17,S. Umtiti,Thigh Muscle Strain,05/10/13,30/10/13
18,S. Umtiti,Suspended,03/06/13,27/08/13
19,S. Umtiti,Thigh Muscle Strain,17/05/13,30/05/13
20,S. Umtiti,Suspended,24/12/12,10/01/13
0,W. Szczęsny,Thigh Muscle Strain,13/06/16,29/06/16
1,W. Szczęsny,Rib Injury,03/04/15,10/04/15
2,W. Szczęsny,Illness,03/03/15,07/03/15
3,W. Szczęsny,Hip/Thigh Injury,25/11/14,04/12/14
4,W. Szczęsny,Ankle/Foot Injury,17/09/12,16/11/12
5,W. Szczęsny,Suspended,09/06/12,13/06/12
6,W. Szczęsny,Unknown,10/03/11,14/04/11
0,J. Kimmich,Illness,11/02/20,15/02/20
1,J. Kimmich,Suspended,22/12/19,20/01/20
0,Isco,Hamstring,28/08/19,26/09/19
1,Isco,Back Injury,08/02/19,23/02/19
2,Isco,Appendicitis,25/09/18,19/10/18
3,Isco,Shoulder Injury,26/04/18,07/05/18
4,Isco,Back Injury,28/03/18,02/04/18
5,Isco,Hip/Thigh Injury,26/01/18,02/02/18
6,Isco,Knock,08/01/17,17/01/17
7,Isco,Ankle/Foot Injury,26/08/16,17/09/16
8,Isco,Suspended,22/11/15,06/12/15
9,Isco,Suspended,23/03/15,06/04/15
10,Isco,Unknown,22/01/15,30/01/15
11,Isco,Suspended,02/12/14,08/12/14
0,Roberto Firmino,Groin Strain,25/04/19,30/04/19
1,Roberto Firmino,Ankle/Foot Injury,25/02/19,02/03/19
2,Roberto Firmino,Eye Injury,16/09/18,17/09/18
3,Roberto Firmino,Neck Injury,11/04/18,13/04/18
4,Roberto Firmino,Knock,08/05/17,20/05/17
5,Roberto Firmino,Knock,05/03/17,18/03/17
6,Roberto Firmino,Calf/Shin Injury,27/11/16,03/12/16
7,Roberto Firmino,Hamstring,18/03/16,06/04/16
8,Roberto Firmino,Back Injury,24/09/15,20/10/15
0,I. Rakitić,Suspended,28/04/19,05/05/19
1,I. Rakitić,Illness,12/04/19,15/04/19
2,I. Rakitić,Suspended,12/11/18,25/11/18
3,I. Rakitić,Hand Injury,11/04/18,20/04/18
4,I. Rakitić,Suspended,06/04/17,09/04/17
5,I. Rakitić,Calf Muscle Strain,05/11/15,20/11/15
6,I. Rakitić,Suspended,02/12/13,16/12/13
7,I. Rakitić,Suspended,04/02/13,10/02/13
8,I. Rakitić,Sprained Ankle,16/12/12,31/12/12
9,I. Rakitić,Suspended,26/11/12,04/12/12
10,I. Rakitić,Suspended,30/09/12,08/10/12
0,A. Di María,Thigh Muscle Strain,20/03/19,20/04/19
1,A. Di María,Ankle/Foot Injury,19/12/18,21/12/18
2,A. Di María,Kidney Injury,20/04/18,27/04/18
3,A. Di María,Thigh Muscle Strain,07/09/17,25/09/17
4,A. Di María,Suspended,05/05/17,15/05/17
5,A. Di María,Knock,02/03/17,06/03/17
6,A. Di María,Knock,15/02/17,23/02/17
7,A. Di María,Hip/Thigh Injury,31/01/17,06/02/17
8,A. Di María,Knock,20/12/16,31/12/16
9,A. Di María,Hamstring,20/11/16,28/11/16
10,A. Di María,Calf/Shin Injury,29/03/16,05/04/16
11,A. Di María,Hip/Thigh Injury,22/02/16,03/03/16
12,A. Di María,Ankle/Foot Injury,13/01/16,18/01/16
13,A. Di María,Calf/Shin Injury,16/11/15,23/11/15
14,A. Di María,Thigh Muscle Strain,06/08/15,28/08/15
15,A. Di María,Knock,08/05/15,12/05/15
16,A. Di María,Suspended,10/03/15,16/03/15
17,A. Di María,Groin/Pelvis Injury,24/12/14,03/01/15
18,A. Di María,Hamstring,30/11/14,19/12/14
19,A. Di María,Hamstring,06/07/14,27/07/14
20,A. Di María,Hamstring,08/05/14,16/05/14
21,A. Di María,Suspended,24/03/14,27/03/14
22,A. Di María,Hamstring,07/03/13,19/03/13
23,A. Di María,Suspended,24/02/13,03/03/13
24,A. Di María,Suspended,24/01/13,01/02/13
0,Coutinho,Hamstring,13/05/19,23/05/19
1,Coutinho,Hamstring,07/11/18,27/11/18
2,Coutinho,Thigh Muscle Strain,31/12/17,24/01/18
3,Coutinho,Hip/Thigh Injury,23/10/17,17/11/17
4,Coutinho,Back Injury,01/08/17,29/08/17
5,Coutinho,Thigh Muscle Strain,02/05/17,06/05/17
6,Coutinho,Illness,07/04/17,07/04/17
7,Coutinho,Ankle/Foot Injury,27/11/16,09/01/17
8,Coutinho,Hamstring,17/11/16,18/11/16
9,Coutinho,Hamstring,21/08/16,26/08/16
10,Coutinho,Hamstring,06/01/16,08/02/16
11,Coutinho,Hamstring,27/11/15,08/12/15
12,Coutinho,Suspended,30/08/15,13/09/15
13,Coutinho,Shoulder Injury,17/09/13,31/10/13
0,Parejo,Suspended,20/01/20,26/01/20
1,Parejo,Suspended,19/05/19,18/08/19
2,Parejo,Abdominal Strain,28/10/18,08/11/18
3,Parejo,Suspended,24/09/18,27/09/18
4,Parejo,Suspended,06/05/18,13/05/18
5,Parejo,Suspended,19/04/18,22/04/18
6,Parejo,Suspended,14/01/18,21/01/18
7,Parejo,Suspended,22/10/17,29/10/17
8,Parejo,Suspended,23/04/17,27/04/17
9,Parejo,Suspended,31/01/17,05/02/17
10,Parejo,Suspended,06/12/15,14/12/15
11,Parejo,Suspended,24/05/15,23/08/15
12,Parejo,Suspended,06/04/15,10/04/15
13,Parejo,Suspended,08/12/14,14/12/14
14,Parejo,Suspended,15/01/14,06/12/14
15,Parejo,Hamstring,29/10/14,19/11/14
16,Parejo,Suspended,24/02/14,03/03/14
17,Parejo,Suspended,02/06/13,18/08/13
18,Parejo,Thumb / Wrist Injury,16/01/13,07/02/13
19,Parejo,Suspended,13/01/13,21/01/13
0,T. Müller,Suspended,04/07/10,08/07/10
0,A. Lacazette,Ankle/Foot Injury,02/09/19,20/10/19
1,A. Lacazette,Groin/Pelvis Injury,12/11/18,01/12/18
2,A. Lacazette,Knee Injury,13/02/18,31/03/18
3,A. Lacazette,Groin Strain,30/11/17,01/12/17
4,A. Lacazette,Hip/Thigh Injury,21/04/17,05/05/17
5,A. Lacazette,Hamstring,11/09/16,12/10/16
6,A. Lacazette,Hip/Thigh Injury,10/12/15,29/12/15
7,A. Lacazette,Back Injury,27/08/15,10/09/15
8,A. Lacazette,Suspended,19/05/15,24/05/15
9,A. Lacazette,Suspended,17/03/15,23/03/15
10,A. Lacazette,Thigh Muscle Strain,30/01/15,20/02/15
11,A. Lacazette,Suspended,25/10/13,30/10/13
12,A. Lacazette,Suspended,08/10/13,18/10/13
13,A. Lacazette,Suspended,27/09/13,29/09/13
14,A. Lacazette,Hamstring,03/05/13,17/05/13
15,A. Lacazette,Hamstring,17/04/13,27/04/13
16,A. Lacazette,Hamstring,14/12/12,31/12/12
0,M. de Ligt,Knock,17/09/18,28/09/18
1,M. de Ligt,Suspended,05/02/18,08/02/18
2,M. de Ligt,Thigh Muscle Strain,30/01/17,18/02/17
0,F. de Jong,Suspended,05/01/20,20/01/20
1,F. de Jong,Hamstring,14/04/19,15/04/19
2,F. de Jong,Thigh Muscle Strain,03/02/19,08/02/19
3,F. de Jong,Knock,18/10/18,19/10/18
4,F. de Jong,Knee Injury,28/09/18,06/10/18
5,F. de Jong,Ankle/Foot Injury,26/02/18,07/05/18
6,F. de Jong,Hamstring,18/08/15,24/09/15
0,R. Varane,Suspended,28/01/19,04/02/19
1,R. Varane,Hamstring,29/10/18,09/11/18
2,R. Varane,Hamstring,07/12/17,12/12/17
3,R. Varane,Hamstring,25/08/17,08/09/17
4,R. Varane,Knock,03/05/17,09/05/17
5,R. Varane,Thigh Muscle Strain,03/04/17,22/04/17
6,R. Varane,Thigh Muscle Strain,23/02/17,24/03/17
7,R. Varane,Knock,23/11/16,29/11/16
8,R. Varane,Calf Muscle Strain,01/04/16,11/04/16
9,R. Varane,Suspended,14/02/16,22/02/16
10,R. Varane,Hamstring,26/11/15,29/12/15
11,R. Varane,Virus,17/10/14,21/10/14
12,R. Varane,Knee Injury,08/05/14,16/05/14
13,R. Varane,Knee Injury,22/11/13,01/02/14
14,R. Varane,Knee Injury,18/10/13,21/10/13
15,R. Varane,Knee Injury,12/05/13,19/09/13
16,R. Varane,Hamstring,03/02/13,10/02/13
0,N. Süle,ACL Knee Ligament Injury,20/10/19,-
0,Rodri,Overtired,24/11/19,25/11/19
1,Rodri,Hamstring,23/10/19,09/11/19
2,Rodri,Suspended,17/03/19,31/03/19
3,Rodri,Suspended,04/02/18,11/02/18
0,Saúl,Suspended,11/11/19,24/11/19
1,Saúl,Suspended,13/05/19,19/05/19
2,Saúl,Hamstring,30/01/19,08/02/19
3,Saúl,Hamstring,17/01/19,25/01/19
4,Saúl,Suspended,07/01/19,14/01/19
5,Saúl,Suspended,23/12/17,07/01/18
6,Saúl,Suspended,27/02/17,03/03/17
7,Saúl,Ankle/Foot Injury,07/10/16,18/10/16
8,Saúl,Kidney Injury,26/02/15,30/03/15
9,Saúl,Kidney Injury,14/05/14,30/05/14
10,Saúl,Suspended,11/03/14,16/03/14
11,Saúl,Suspended,02/12/13,15/12/13
12,Saúl,Suspended,21/10/13,28/10/13
0,Fabinho,Ankle/Foot Injury,29/11/19,18/01/20
1,Fabinho,Head Injury,22/04/19,03/05/19
2,Fabinho,Hamstring,20/01/19,29/01/19
3,Fabinho,Illness,09/08/18,11/08/18
4,Fabinho,Suspended,03/05/18,07/05/18
5,Fabinho,Suspended,15/01/18,17/01/18
6,Fabinho,Suspended,21/03/17,03/04/17
7,Fabinho,Suspended,13/12/16,15/12/16
8,Fabinho,Suspended,03/05/16,09/05/16
9,Fabinho,Suspended,16/02/16,22/02/16
10,Fabinho,Suspended,17/11/15,23/11/15
11,Fabinho,Knee Injury,06/05/14,01/06/14
12,Fabinho,Suspended,12/11/13,26/11/13
13,Fabinho,Suspended,13/05/13,19/05/13
14,Fabinho,Suspended,16/10/12,21/10/12
0,A. Robertson,Ankle/Foot Injury,11/11/19,22/11/19
1,A. Robertson,Calf/Shin Injury,08/05/19,11/05/19
2,A. Robertson,Arm/Elbow injury,25/02/19,26/02/19
3,A. Robertson,Knock,03/12/18,07/12/18
4,A. Robertson,Knock,28/03/18,30/03/18
5,A. Robertson,Knock,04/03/18,09/03/18
6,A. Robertson,Calf Muscle Strain,28/10/16,25/11/16
7,A. Robertson,Suspended,22/11/15,28/11/15
8,A. Robertson,Ankle/Foot Injury,23/04/15,03/05/15
9,A. Robertson,Ankle Ligaments,02/01/15,30/01/15
10,A. Robertson,Hamstring,24/12/14,31/12/14
11,A. Robertson,Calf Muscle Strain,03/09/14,14/09/14
0,J. Giménez,Hamstring,13/01/20,11/02/20
1,J. Giménez,Hamstring,23/10/19,10/12/19
2,J. Giménez,Metatarsal Fracture,21/04/19,02/06/19
3,J. Giménez,Suspended,07/04/19,14/04/19
4,J. Giménez,Calf Muscle Strain,11/12/18,02/01/19
5,J. Giménez,Hamstring,08/11/18,05/12/18
6,J. Giménez,Knock,21/10/18,01/11/18
7,J. Giménez,Hamstring,04/10/18,19/10/18
8,J. Giménez,Thigh Muscle Rupture,21/06/18,29/06/18
9,J. Giménez,Suspended,23/04/18,30/04/18
10,J. Giménez,Ankle/Foot Injury,27/03/18,11/04/18
11,J. Giménez,Knee Injury,15/12/17,02/01/18
12,J. Giménez,Knee Injury,15/09/17,19/09/17
13,J. Giménez,Suspended,15/05/17,22/05/17
14,J. Giménez,Hamstring,30/04/17,09/05/17
15,J. Giménez,Hamstring,29/01/17,11/02/17
16,J. Giménez,Hamstring,26/09/16,27/10/16
17,J. Giménez,Thigh Muscle Strain,20/03/16,22/04/16
18,J. Giménez,Suspended,15/02/16,22/02/16
19,J. Giménez,Hamstring,06/11/15,20/11/15
0,C. Lenglet,Suspended,10/02/20,16/02/20
1,C. Lenglet,Calf Muscle Strain,22/11/19,26/11/19
2,C. Lenglet,Suspended,29/09/19,07/10/19
3,C. Lenglet,Suspended,03/03/19,10/03/19
