,Name,Reason,Start Date,End Date
8,Diego Llorente,Suspended,22/09/17,25/09/17
9,Diego Llorente,Suspended,20/11/16,05/12/16
10,Diego Llorente,Ankle/Foot Injury,17/10/16,09/11/16
11,Diego Llorente,Suspended,13/03/16,20/03/16
12,Diego Llorente,Suspended,04/01/16,10/01/16
13,Diego Llorente,Suspended,19/05/14,26/05/14
14,Diego Llorente,Suspended,18/11/13,24/11/13
0,W. Cyprien,Thigh Muscle Strain,31/01/20,-
1,W. Cyprien,Suspended,23/10/19,28/10/19
2,W. Cyprien,Groin/Pelvis Injury,08/04/19,31/05/19
3,W. Cyprien,Suspended,04/10/18,08/10/18
4,W. Cyprien,Knock,12/04/18,18/04/18
5,W. Cyprien,Groin/Pelvis Injury,24/01/18,09/02/18
6,W. Cyprien,Knee Injury,14/12/17,08/01/18
7,W. Cyprien,MCL Knee Ligament Injury,11/03/17,24/11/17
8,W. Cyprien,Suspended,26/05/15,12/08/15
9,W. Cyprien,Suspended,14/10/14,20/10/14
0,N. Bentaleb,Back Injury,21/02/19,22/02/19
1,N. Bentaleb,Hamstring,16/01/19,24/01/19
2,N. Bentaleb,Knee Injury,22/03/16,31/05/16
3,N. Bentaleb,Ankle/Foot Injury,11/01/16,18/01/16
4,N. Bentaleb,Ankle/Foot Injury,02/09/15,09/12/15
5,N. Bentaleb,Illness,27/12/14,30/12/14
6,N. Bentaleb,Ankle/Foot Injury,21/10/14,27/11/14
0,P. Højbjerg,Concussion,31/01/19,08/02/19
1,P. Højbjerg,Suspended,23/12/18,28/12/18
2,P. Højbjerg,Illness,26/10/18,03/11/18
3,P. Højbjerg,Suspended,26/08/18,29/08/18
4,P. Højbjerg,Knock,13/11/16,18/11/16
0,K. Tete,Knock,04/11/19,20/11/19
1,K. Tete,Knock,27/09/19,01/10/19
2,K. Tete,Ankle/Foot Injury,09/05/19,31/05/19
3,K. Tete,Thigh Muscle Strain,24/03/19,10/04/19
4,K. Tete,Groin Strain,28/09/18,23/10/18
5,K. Tete,Knee Injury,10/05/18,20/05/18
6,K. Tete,Knee Injury,12/02/18,20/02/18
7,K. Tete,Ankle Ligaments,24/01/16,14/04/16
8,K. Tete,Ankle/Foot Injury,29/08/14,14/09/14
0,G. Escalante,Knock,03/01/20,05/02/20
1,G. Escalante,Suspended,05/10/19,20/10/19
2,G. Escalante,Suspended,06/05/19,13/05/19
3,G. Escalante,Back Injury,28/09/18,03/11/18
4,G. Escalante,Back Injury,28/09/18,18/10/18
5,G. Escalante,Ankle/Foot Injury,30/10/17,19/11/17
6,G. Escalante,Suspended,22/05/17,22/08/17
7,G. Escalante,Suspended,25/04/17,01/05/17
8,G. Escalante,Suspended,23/01/17,29/01/17
9,G. Escalante,Suspended,20/01/17,26/01/17
10,G. Escalante,Suspended,16/05/16,20/08/16
11,G. Escalante,Knee Injury,11/01/16,23/01/16
12,G. Escalante,Suspended,08/01/16,14/01/16
13,G. Escalante,Suspended,30/11/15,07/12/15
14,G. Escalante,Suspended,24/09/15,27/09/15
0,Alex Berenguer,Knock,20/04/17,25/04/17
1,Alex Berenguer,Concussion,06/03/17,27/03/17
2,Alex Berenguer,Achilles tendonitis,24/08/16,08/09/16
3,Alex Berenguer,Suspended,30/05/16,05/06/16
4,Alex Berenguer,Suspended,14/03/16,20/03/16
5,Alex Berenguer,Suspended,26/04/15,03/05/15
0,O. Colley,Suspended,19/09/16,26/09/16
0,M. Gaćinović,Illness,20/02/20,23/02/20
1,M. Gaćinović,Knock,05/02/20,06/02/20
2,M. Gaćinović,Groin Strain,01/02/20,03/02/20
3,M. Gaćinović,Rib Injury,16/12/19,17/12/19
4,M. Gaćinović,Knock,27/10/19,01/11/19
5,M. Gaćinović,Groin Strain,12/09/19,26/09/19
6,M. Gaćinović,Hip/Thigh Injury,23/08/19,29/08/19
7,M. Gaćinović,Hamstring,27/04/19,02/05/19
8,M. Gaćinović,Heel Injury,24/03/19,11/04/19
9,M. Gaćinović,Knock,15/03/19,17/03/19
10,M. Gaćinović,Knock,31/12/18,25/01/19
0,M. Diakhaby,Hamstring,03/11/19,05/12/19
1,M. Diakhaby,Suspended,30/01/19,18/02/19
2,M. Diakhaby,Suspended,30/01/19,08/02/19
3,M. Diakhaby,Suspended,06/01/19,13/01/19
4,M. Diakhaby,Suspended,16/05/18,20/05/18
5,M. Diakhaby,MCL Knee Ligament Injury,02/03/18,06/03/18
6,M. Diakhaby,Suspended,07/03/17,13/03/17
7,M. Diakhaby,Ankle/Foot Injury,16/01/17,10/02/17
0,M. Arambarri,Suspended,25/11/19,02/12/19
1,M. Arambarri,Hamstring,16/02/19,28/02/19
2,M. Arambarri,Suspended,13/01/19,19/01/19
3,M. Arambarri,Knock,15/09/18,19/09/18
4,M. Arambarri,Hamstring,15/08/18,18/08/18
5,M. Arambarri,Metatarsal Fracture,24/03/18,21/05/18
6,M. Arambarri,Suspended,18/12/17,21/12/17
7,M. Arambarri,Suspended,04/12/17,10/12/17
8,M. Arambarri,Groin Strain,25/04/16,30/06/16
0,R. Marin,Suspended,27/12/18,20/01/19
0,M. Niang,Suspended,30/04/19,02/05/19
1,M. Niang,Knock,22/05/17,31/05/17
0,O. Selnæs,Suspended,18/10/18,22/10/18
1,O. Selnæs,Suspended,19/04/18,23/04/18
2,O. Selnæs,Calf Muscle Strain,11/12/17,05/01/18
3,O. Selnæs,Thigh Muscle Strain,25/11/17,30/11/17
4,O. Selnæs,Knock,16/05/17,31/05/17
5,O. Selnæs,Knock,23/02/17,10/03/17
0,C. Salcedo,Foot Injury,02/09/18,01/12/18
1,C. Salcedo,Shoulder Injury,22/06/17,01/06/17
0,R. Bensebaini,Hamstring,15/01/20,16/02/20
1,R. Bensebaini,Suspended,11/11/19,24/11/19
2,R. Bensebaini,Knock,31/10/19,07/11/19
3,R. Bensebaini,Knock,20/09/19,21/09/19
4,R. Bensebaini,Knock,04/04/19,25/04/19
5,R. Bensebaini,Suspended,27/03/19,01/04/19
6,R. Bensebaini,Thigh Muscle Strain,17/01/19,15/02/19
7,R. Bensebaini,Suspended,06/12/18,10/12/18
8,R. Bensebaini,Suspended,01/11/18,05/11/18
9,R. Bensebaini,Ankle/Foot Injury,04/11/17,07/12/17
10,R. Bensebaini,Knock,26/09/17,29/09/17
11,R. Bensebaini,Hip/Thigh Injury,09/09/17,16/09/17
12,R. Bensebaini,Suspended,03/04/17,18/04/17
13,R. Bensebaini,Calf/Shin Injury,17/11/16,22/11/16
14,R. Bensebaini,Calf/Shin Injury,11/10/16,25/10/16
15,R. Bensebaini,Suspended,01/12/15,03/12/15
16,R. Bensebaini,Suspended,06/10/15,19/10/15
17,R. Bensebaini,Suspended,27/12/14,19/01/15
18,R. Bensebaini,Suspended,31/08/14,14/09/14
0,Aritz Elustondo,Ankle/Foot Injury,01/12/19,25/01/20
1,Aritz Elustondo,Knock,18/10/19,06/11/19
2,Aritz Elustondo,Suspended,19/05/19,18/08/19
3,Aritz Elustondo,Knee Injury,05/05/19,17/05/19
4,Aritz Elustondo,Hamstring,23/11/18,20/12/18
5,Aritz Elustondo,Hamstring,03/05/18,16/05/18
6,Aritz Elustondo,Suspended,25/09/16,01/10/16
7,Aritz Elustondo,Hamstring,17/09/16,20/09/16
8,Aritz Elustondo,Suspended,22/02/16,28/02/16
9,Aritz Elustondo,Knock,31/01/16,12/02/16
0,G. Pereiro,Broken Collarbone,09/08/19,05/10/19
0,N. Redmond,Ankle/Foot Injury,29/08/19,19/09/19
1,N. Redmond,Knock,17/12/18,21/12/18
2,N. Redmond,Suspended,29/12/16,01/01/17
3,N. Redmond,Knock,17/10/16,22/10/16
4,N. Redmond,Ankle/Foot Injury,13/03/16,01/04/16
5,N. Redmond,Thigh Muscle Strain,02/11/15,20/11/15
6,N. Redmond,Hip/Thigh Injury,30/10/13,08/11/13
7,N. Redmond,Hip/Thigh Injury,25/09/13,04/10/13
0,T. Koubek,Illness,01/02/20,06/02/20
0,L. Ocampos,Suspended,04/01/20,19/01/20
1,L. Ocampos,Suspended,25/11/19,16/12/19
2,L. Ocampos,Suspended,09/04/19,15/04/19
3,L. Ocampos,Suspended,24/01/19,28/01/19
4,L. Ocampos,Suspended,18/10/18,22/10/18
5,L. Ocampos,Suspended,12/04/18,16/04/18
6,L. Ocampos,Suspended,24/08/17,11/09/17
7,L. Ocampos,Sprained Ankle,11/01/16,07/03/16
8,L. Ocampos,Suspended,12/11/13,26/11/13
0,J. Lukaku,Suspended,26/01/15,31/01/15
0,K. Ayhan,Suspended,01/12/19,08/12/19
1,K. Ayhan,Thigh Muscle Strain,03/04/19,12/04/19
2,K. Ayhan,Suspended,11/02/19,18/02/19
3,K. Ayhan,Toe Injury,22/11/18,07/12/18
4,K. Ayhan,Groin/Pelvis Injury,16/09/18,20/09/18
0,S. Boufal,Illness,09/01/20,10/01/20
1,S. Boufal,Ankle/Foot Injury,29/12/19,03/01/20
2,S. Boufal,Toe Injury,09/12/19,20/12/19
3,S. Boufal,Ankle/Foot Injury,06/12/19,07/12/19
4,S. Boufal,Ankle/Foot Injury,01/12/19,04/12/19
5,S. Boufal,Ankle/Foot Injury,24/11/19,29/11/19
6,S. Boufal,Suspended,21/04/19,25/04/19
7,S. Boufal,Foot Injury,25/09/18,30/09/18
8,S. Boufal,Illness,16/04/18,30/04/18
9,S. Boufal,Knock,27/04/17,28/04/17
10,S. Boufal,Knock,02/04/17,14/04/17
11,S. Boufal,Ankle/Foot Injury,05/02/17,25/02/17
12,S. Boufal,Knee Injury,10/01/17,30/01/17
13,S. Boufal,Knock,04/12/16,10/12/16
14,S. Boufal,MCL Knee Ligament Injury,30/04/16,14/10/16
15,S. Boufal,Suspended,29/03/16,04/04/16
16,S. Boufal,Suspended,11/02/16,15/02/16
17,S. Boufal,Suspended,12/11/15,03/12/15
18,S. Boufal,Suspended,08/09/15,14/09/15
0,P. Max,Illness,11/02/20,14/02/20
1,P. Max,Ankle/Foot Injury,01/08/19,23/08/19
2,P. Max,Concussion,13/05/19,31/05/19
3,P. Max,Unknown,10/04/19,19/04/19
0,B. Mechele,Suspended,28/07/16,30/07/16
0,Y. Gerhardt,Knee Injury,03/04/19,21/04/19
1,Y. Gerhardt,Foot Injury,26/02/19,02/03/19
0,B. Bourigeaud,Thigh Muscle Strain,23/01/20,26/01/20
1,B. Bourigeaud,Suspended,19/11/19,25/11/19
2,B. Bourigeaud,Suspended,27/03/19,01/04/19
3,B. Bourigeaud,Suspended,18/11/17,24/11/17
4,B. Bourigeaud,Ankle/Foot Injury,22/10/17,27/10/17
5,B. Bourigeaud,Metatarsal Fracture,01/04/15,01/06/15
0,I. Bebou,Thigh Muscle Strain,19/11/18,10/05/19
1,I. Bebou,Hip/Thigh Injury,20/10/18,26/10/18
0,Wendell,Ankle/Foot Injury,22/01/20,25/01/20
1,Wendell,Suspended,22/12/19,20/01/20
2,Wendell,Thigh Muscle Strain,19/10/19,01/11/19
3,Wendell,Suspended,18/03/19,30/03/19
4,Wendell,Foot Injury,02/09/18,11/08/18
0,A. Schöpf,Thigh Muscle Rupture,11/11/19,10/01/20
1,A. Schöpf,Knock,13/09/19,19/09/19
2,A. Schöpf,LCL Knee Ligament Injury,26/01/19,30/08/19
0,E. Mendy,LCL Knee Ligament Injury,04/10/19,23/10/19
1,E. Mendy,Hand Injury,04/07/19,15/08/19
0,C. Luyindama,ACL Knee Ligament Injury,19/11/19,-
1,C. Luyindama,Hamstring,04/10/19,17/10/19
2,C. Luyindama,Suspended,12/11/18,25/11/18
3,C. Luyindama,Suspended,08/04/18,19/04/18
4,C. Luyindama,Suspended,12/02/18,19/02/18
0,S. Aziz,Ankle/Foot Injury,26/07/19,20/08/19
1,S. Aziz,Hamstring,22/04/19,03/05/19
0,O. Özyakup,Calf/Shin Injury,07/10/19,23/10/19
1,O. Özyakup,Hamstring,02/09/19,17/09/19
2,O. Özyakup,Eye Injury,13/02/19,21/02/19
0,M. Bizot,Suspended,23/12/19,20/01/20
0,C. Piccini,Patella Fracture,28/08/19,18/02/20
1,C. Piccini,Kidney Injury,15/04/19,03/05/19
2,C. Piccini,Calf Muscle Strain,24/03/19,10/04/19
3,C. Piccini,Hamstring,15/02/19,23/02/19
4,C. Piccini,Calf/Shin Injury,24/10/18,30/11/18
5,C. Piccini,Illness,28/09/18,02/10/18
6,C. Piccini,Hip/Thigh Injury,05/04/17,05/05/17
7,C. Piccini,Suspended,13/03/17,19/03/17
8,C. Piccini,Suspended,26/02/17,01/03/17
9,C. Piccini,Hamstring,01/02/17,10/02/17
10,C. Piccini,Suspended,26/11/16,05/12/16
11,C. Piccini,Knee Injury,17/01/16,23/07/16
12,C. Piccini,Hamstring,13/09/15,22/09/15
13,C. Piccini,Suspended,05/01/15,12/01/15
0,C. Coady,Suspended,28/09/17,01/10/17
1,C. Coady,Suspended,20/09/15,30/09/15
2,C. Coady,Suspended,20/09/15,23/09/15
0,R. Knoche,Virus,01/03/19,02/03/19
1,R. Knoche,Thigh Muscle Strain,23/10/18,26/10/18
2,R. Knoche,Hip/Thigh Injury,17/10/18,19/10/18
0,L. Bittencourt,Suspended,18/12/19,22/12/19
1,L. Bittencourt,Virus,10/12/19,13/12/19
2,L. Bittencourt,Knock,25/02/19,09/03/19
3,L. Bittencourt,Knock,20/12/18,30/12/18
4,L. Bittencourt,Rib Injury,10/10/18,25/10/18
0,B. Reynet,Shoulder Injury,02/05/19,31/05/19
1,B. Reynet,Suspended,04/12/18,06/12/18
2,B. Reynet,Broken Hand,20/11/13,03/12/13
0,K. Stöger,ACL Knee Ligament Injury,15/05/19,10/01/20
1,K. Stöger,Suspended,11/02/19,18/02/19
2,K. Stöger,Knee Injury,14/11/18,23/11/18
0,S. Lainer,Suspended,18/01/20,26/01/20
1,S. Lainer,Knock,16/12/19,04/01/20
2,S. Lainer,Ankle Ligaments,07/10/19,18/10/19
0,Trezeguet,Suspended,01/09/19,17/09/19
0,P. Lees-Melou,Suspended,15/01/20,20/01/20
1,P. Lees-Melou,Suspended,01/08/19,12/08/19
2,P. Lees-Melou,Suspended,07/02/19,11/02/19
3,P. Lees-Melou,Ankle Ligaments,04/01/19,24/01/19
4,P. Lees-Melou,Thigh Muscle Strain,12/10/18,22/11/18
5,P. Lees-Melou,Groin/Pelvis Injury,07/05/18,31/05/18
6,P. Lees-Melou,Suspended,27/02/18,05/03/18
7,P. Lees-Melou,Suspended,28/01/18,05/02/18
8,P. Lees-Melou,Hamstring,09/02/17,02/03/17
0,J. Shelvey,Thigh Muscle Strain,23/01/20,01/03/20
1,J. Shelvey,Thigh Muscle Strain,02/01/20,13/01/20
2,J. Shelvey,Calf/Shin Injury,09/12/19,20/12/19
3,J. Shelvey,Hamstring,22/09/19,05/10/19
4,J. Shelvey,Knee Injury,12/08/19,16/08/19
5,J. Shelvey,Thigh Muscle Strain,06/01/19,08/03/19
6,J. Shelvey,Thigh Muscle Strain,07/12/18,28/12/18
7,J. Shelvey,Knock,04/11/18,25/11/18
8,J. Shelvey,Knock,19/08/18,14/09/18
9,J. Shelvey,Knee Injury,25/02/18,09/03/18
10,J. Shelvey,Suspended,15/12/17,24/12/17
11,J. Shelvey,Thumb / Wrist Injury,02/10/17,14/10/17
12,J. Shelvey,Suspended,14/08/17,27/08/17
13,J. Shelvey,Suspended,14/08/17,25/08/17
14,J. Shelvey,Suspended,23/12/16,17/01/17
15,J. Shelvey,Suspended,23/12/16,08/01/17
16,J. Shelvey,Calf Muscle Strain,10/12/15,19/12/15
17,J. Shelvey,Suspended,22/11/15,30/11/15
18,J. Shelvey,Suspended,30/12/14,18/01/15
19,J. Shelvey,Suspended,30/12/14,04/01/15
20,J. Shelvey,Suspended,02/11/14,10/11/14
21,J. Shelvey,Suspended,05/10/14,20/10/14
22,J. Shelvey,Hamstring,24/02/14,20/03/14
23,J. Shelvey,Hamstring,06/02/14,19/02/14
24,J. Shelvey,Hamstring,20/01/14,26/01/14
25,J. Shelvey,Hamstring,25/10/13,02/11/13
26,J. Shelvey,Knock,02/09/13,14/09/13
27,J. Shelvey,Hip/Thigh Injury,09/11/12,16/11/12
28,J. Shelvey,Suspended,24/09/12,08/10/12
29,J. Shelvey,Suspended,24/09/12,27/09/12
30,J. Shelvey,Knee Injury,11/02/11,20/04/11
0,C. Wood,Thigh Muscle Strain,05/01/20,10/01/20
1,C. Wood,Calf/Shin Injury,15/12/19,20/12/19
2,C. Wood,Hamstring,20/10/19,08/11/19
3,C. Wood,Knock,04/08/18,11/08/18
4,C. Wood,Gashed Leg,29/04/18,12/05/18
5,C. Wood,MCL Knee Ligament Injury,24/12/17,23/02/18
6,C. Wood,Hamstring,17/11/17,25/11/17
7,C. Wood,Hamstring,22/10/17,03/11/17
8,C. Wood,Ankle/Foot Injury,03/02/15,28/02/15
9,C. Wood,Illness,24/12/14,27/12/14
0,M. Plattenhardt,Ankle/Foot Injury,29/09/19,03/10/19
1,M. Plattenhardt,Knock,10/08/19,30/08/19
2,M. Plattenhardt,Hamstring,17/02/19,08/03/19
3,M. Plattenhardt,Thigh Muscle Strain,28/08/18,11/09/18
0,D. Pröpper,Hamstring,21/04/19,31/05/19
1,D. Pröpper,Knock,22/03/19,29/03/19
2,D. Pröpper,Illness,10/02/19,25/02/19
3,D. Pröpper,Ankle/Foot Injury,07/10/18,23/11/18
4,D. Pröpper,Suspended,08/04/18,29/04/18
5,D. Pröpper,Thigh Muscle Strain,08/10/17,14/10/17
6,D. Pröpper,Suspended,20/04/16,02/05/16
7,D. Pröpper,Suspended,12/04/15,19/04/15
8,D. Pröpper,Suspended,08/12/14,15/12/14
9,D. Pröpper,Groin Strain,26/09/14,14/10/14
10,D. Pröpper,Knee Injury,15/01/13,21/02/13
11,D. Pröpper,Hamstring,22/09/19,18/10/09
0,N. Gudelj,Suspended,27/04/15,11/05/15
1,N. Gudelj,Suspended,09/03/15,14/03/15
2,N. Gudelj,Ankle/Foot Injury,04/04/14,09/04/14
3,N. Gudelj,Suspended,16/02/14,24/02/14
4,N. Gudelj,Suspended,24/11/13,16/12/13
0,Juanmi,Foot Injury,23/09/19,-
1,Juanmi,Suspended,22/09/18,06/10/18
2,Juanmi,Suspended,11/04/17,16/04/17
3,Juanmi,Suspended,01/03/17,05/03/17
4,Juanmi,Broken Arm,26/11/14,02/01/15
0,R. Funes Mori,Suspended,18/03/19,31/03/19
1,R. Funes Mori,Suspended,21/01/19,27/01/19
2,R. Funes Mori,Knock,21/09/18,22/09/18
3,R. Funes Mori,Cartilage Knee Injury,30/03/17,04/02/18
4,R. Funes Mori,Knee Injury,30/03/17,31/05/17
5,R. Funes Mori,Suspended,21/04/16,08/05/16
0,M. van Ginkel,ACL Knee Ligament Injury,27/06/18,-
1,M. van Ginkel,Shoulder Injury,04/02/18,23/02/18
2,M. van Ginkel,Knee Injury,27/02/17,10/03/17
3,M. van Ginkel,Knee Injury,10/11/16,20/11/16
4,M. van Ginkel,Knee Injury,06/08/16,28/10/16
5,M. van Ginkel,ACL Knee Ligament Injury,25/09/13,21/03/14
6,M. van Ginkel,Head Injury,18/04/13,24/04/13
0,Pedro Obiang,Calf Muscle Strain,07/10/18,02/11/18
1,Pedro Obiang,MCL Knee Ligament Injury,27/01/18,04/05/18
2,Pedro Obiang,Knock,17/09/17,13/10/17
3,Pedro Obiang,Ankle/Foot Injury,19/03/17,31/05/17
4,Pedro Obiang,Suspended,18/12/16,27/12/16
5,Pedro Obiang,Thigh Muscle Strain,25/10/15,26/11/15
6,Pedro Obiang,Ankle/Foot Injury,15/09/15,18/09/15
0,Bruno,Suspended,06/05/19,13/05/19
1,Bruno,Suspended,30/01/19,25/02/19
2,Bruno,Suspended,11/11/18,26/11/18
3,Bruno,Suspended,30/04/18,07/05/18
4,Bruno,Suspended,09/01/17,15/01/17
5,Bruno,Metatarsal Fracture,01/05/16,01/07/16
6,Bruno,Abdominal Strain,31/12/15,08/01/16
7,Bruno,Suspended,06/12/15,13/12/15
8,Bruno,Suspended,02/03/15,09/03/15
9,Bruno,Suspended,16/02/15,22/02/15
10,Bruno,Suspended,28/04/14,05/05/14
11,Bruno,Suspended,13/01/14,19/01/14
0,D. Sidibé,Suspended,17/04/19,22/04/19
1,D. Sidibé,Knock,21/11/18,15/01/19
2,D. Sidibé,Hip/Thigh Injury,25/10/18,04/11/18
3,D. Sidibé,Groin/Pelvis Injury,16/04/18,10/05/18
4,D. Sidibé,Knock,18/10/17,24/11/17
5,D. Sidibé,Suspended,17/09/17,23/09/17
6,D. Sidibé,Chest Injury,10/04/17,01/05/17
7,D. Sidibé,Suspended,14/03/17,20/03/17
8,D. Sidibé,Groin/Pelvis Injury,08/02/17,16/02/17
9,D. Sidibé,Knock,18/08/16,27/08/16
10,D. Sidibé,Suspended,17/03/15,23/03/15
11,D. Sidibé,Calf Muscle Strain,13/03/15,20/03/15
12,D. Sidibé,Suspended,19/02/15,23/02/15
13,D. Sidibé,Suspended,18/01/15,23/01/15
14,D. Sidibé,Suspended,04/11/14,10/11/14
15,D. Sidibé,Knee Injury,02/08/13,29/08/13
16,D. Sidibé,Calf Muscle Strain,24/04/13,30/04/13
17,D. Sidibé,Knee Injury,28/03/13,23/04/13
18,D. Sidibé,Ankle/Foot Injury,23/11/12,27/11/12
0,Pablo,Thigh Muscle Strain,04/11/19,20/11/19
1,Pablo,Suspended,15/05/19,20/05/19
2,Pablo,Suspended,10/04/19,22/04/19
3,Pablo,Thigh Muscle Rupture,10/02/19,05/03/19
4,Pablo,Foot Injury,24/12/18,28/01/19
5,Pablo,Suspended,04/10/18,09/10/18
6,Pablo,Suspended,16/08/18,20/08/18
7,Pablo,Suspended,30/03/18,01/04/18
8,Pablo,Hamstring,03/03/18,12/03/18
9,Pablo,Unknown,05/01/18,15/01/18
10,Pablo,Groin/Pelvis Injury,21/10/16,16/11/16
11,Pablo,Knock,14/05/16,05/09/16
12,Pablo,Groin Strain,04/01/16,23/02/16
13,Pablo,Hamstring,07/12/15,29/12/15
14,Pablo,Unknown,23/11/15,04/12/15
0,L. Kurzawa,Knock,11/08/18,23/11/18
1,L. Kurzawa,Thigh Muscle Strain,09/02/18,15/02/18
2,L. Kurzawa,Knee Injury,07/12/17,18/12/17
3,L. Kurzawa,Knee Injury,02/10/17,17/10/17
4,L. Kurzawa,Knee Injury,10/04/17,31/05/17
5,L. Kurzawa,Groin/Pelvis Injury,19/01/17,26/01/17
6,L. Kurzawa,Groin/Pelvis Injury,04/11/16,02/12/16
7,L. Kurzawa,Hip/Thigh Injury,10/09/16,21/09/16
8,L. Kurzawa,Hamstring,14/03/16,21/03/16
9,L. Kurzawa,Knock,28/01/16,01/02/16
10,L. Kurzawa,Groin Strain,28/08/15,09/09/15
11,L. Kurzawa,Hamstring,19/11/14,31/12/14
12,L. Kurzawa,Calf Muscle Strain,23/10/14,03/11/14
13,L. Kurzawa,Hamstring,19/04/14,17/05/14
14,L. Kurzawa,Hamstring,22/03/14,11/04/14
15,L. Kurzawa,Groin Strain,04/10/13,25/10/13
0,N. Füllkrug,ACL Knee Ligament Injury,20/09/19,-
1,N. Füllkrug,Knee Injury,20/12/18,10/05/19
2,N. Füllkrug,Knee Injury,30/10/18,20/11/18
3,N. Füllkrug,Ankle/Foot Injury,01/10/18,05/10/18
0,A. Younes,Knee Injury,06/11/17,20/01/18
1,A. Younes,Knee Injury,23/10/17,04/11/17
2,A. Younes,Groin Strain,16/01/17,21/01/17
3,A. Younes,Groin Strain,07/11/16,23/11/16
4,A. Younes,Groin Strain,05/08/16,12/08/16
5,A. Younes,Thigh Muscle Strain,27/07/15,19/08/15
0,M. De Sciglio,Hamstring,12/06/14,23/06/14
0,Rubén Sobrino,Hamstring,05/11/19,28/11/19
1,Rubén Sobrino,Hip/Thigh Injury,28/03/19,13/04/19
2,Rubén Sobrino,Suspended,30/04/18,07/05/18
3,Rubén Sobrino,Hamstring,26/11/17,29/12/17
4,Rubén Sobrino,Thigh Muscle Strain,21/03/17,16/04/17
5,Rubén Sobrino,Thigh Muscle Strain,26/02/17,15/03/17
0,Y. Bounou,Knock,23/01/20,08/02/20
1,Y. Bounou,Gluteal Strain,31/03/19,05/04/19
2,Y. Bounou,Virus,28/02/19,06/03/19
3,Y. Bounou,Hamstring,03/12/18,20/12/18
0,M. Elneny,Thigh Muscle Strain,26/10/18,24/11/18
1,M. Elneny,Ankle Ligaments,23/04/18,14/05/18
2,M. Elneny,Illness,02/12/16,02/12/16
0,E. Akbaba,Broken Shinbone,12/05/19,28/11/19
0,D. Baier,Knock,22/01/20,24/01/20
1,D. Baier,Knock,15/10/19,26/10/19
2,D. Baier,Calf Muscle Strain,14/09/19,27/09/19
3,D. Baier,Suspended,11/02/19,16/02/19
0,Iván Ramis,Knock,13/12/19,-
1,Iván Ramis,Hamstring,15/10/19,22/11/19
2,Iván Ramis,Hamstring,08/04/19,27/04/19
3,Iván Ramis,Hamstring,11/02/19,01/03/19
4,Iván Ramis,Hamstring,07/01/19,18/01/19
5,Iván Ramis,Hamstring,02/11/18,23/11/18
6,Iván Ramis,Hamstring,16/08/18,14/09/18
7,Iván Ramis,Hamstring,16/04/18,03/05/18
8,Iván Ramis,Hamstring,18/02/18,27/02/18
9,Iván Ramis,Hamstring,15/12/17,04/01/18
10,Iván Ramis,Knee Injury,16/10/17,02/12/17
11,Iván Ramis,Calf/Shin Injury,10/09/17,11/10/17
12,Iván Ramis,Suspended,25/04/17,28/04/17
13,Iván Ramis,Ankle/Foot Injury,03/12/16,02/02/17
14,Iván Ramis,Thigh Muscle Strain,12/09/16,23/09/16
15,Iván Ramis,Suspended,19/03/16,04/04/16
16,Iván Ramis,Hamstring,25/01/16,01/03/16
17,Iván Ramis,Suspended,14/12/15,20/12/15
18,Iván Ramis,Thigh Muscle Strain,18/10/15,19/11/15
19,Iván Ramis,Knock,20/09/15,01/10/15
20,Iván Ramis,Suspended,22/03/15,05/04/15
21,Iván Ramis,ACL Knee Ligament Injury,13/01/13,31/05/13
22,Iván Ramis,Hamstring,25/11/12,28/12/12
0,Iván Cuéllar,Calf Muscle Strain,12/02/20,-
1,Iván Cuéllar,Suspended,27/01/20,09/02/20
2,Iván Cuéllar,Illness,12/09/19,18/10/19
3,Iván Cuéllar,Suspended,05/03/19,10/03/19
4,Iván Cuéllar,Suspended,12/03/17,20/03/17
5,Iván Cuéllar,Hamstring,25/11/16,30/11/16
6,Iván Cuéllar,Knee Injury,21/09/15,29/10/15
7,Iván Cuéllar,Suspended,07/04/14,13/04/14
8,Iván Cuéllar,Suspended,03/03/14,10/03/14
9,Iván Cuéllar,Suspended,14/10/12,21/10/12
0,K. Huntelaar,Knock,20/09/18,22/09/18
1,K. Huntelaar,Calf Muscle Strain,19/03/18,31/03/18
2,K. Huntelaar,Calf Muscle Strain,19/02/18,10/03/18
3,K. Huntelaar,Calf Muscle Strain,03/12/17,09/12/17
0,J. Hart,Illness,04/05/18,09/05/18
1,J. Hart,Calf Muscle Strain,21/03/16,05/04/16
2,J. Hart,Hamstring,26/11/15,03/12/15
0,G. Clichy,MCL Knee Ligament Injury,10/02/19,20/03/19
1,G. Clichy,Back Injury,17/04/16,21/04/16
2,G. Clichy,Ankle/Foot Injury,18/08/15,02/11/15
3,G. Clichy,Ankle/Foot Injury,25/07/15,15/08/15
4,G. Clichy,Groin Strain,14/04/15,02/05/15
5,G. Clichy,Ankle/Foot Injury,09/12/13,11/12/13
6,G. Clichy,Knock,11/09/13,23/09/13
7,G. Clichy,Knock,16/12/12,28/12/12
8,G. Clichy,Ankle/Foot Injury,18/11/12,08/12/12
9,G. Clichy,Suspended,13/12/11,19/12/11
10,G. Clichy,Ankle/Foot Injury,06/05/10,08/05/10
0,A. Young,Suspended,03/11/19,11/11/19
1,A. Young,Suspended,04/04/19,14/04/19
