,Name,Competitiion,Trophie,Season
14,Carlos Eduardo,Arab Club Champions Cup,Runner-up,2018/2019
15,Carlos Eduardo,Emirates Cup,Runner-up,2013
0,L. Rodríguez,Primera Nacional,Winner,2015
1,L. Rodríguez,Copa Argentina,Runner-up,2017
2,L. Rodríguez,CONMEBOL Sudamericana,Runner-up,2019
0,C. Tosun,Süper Lig,Winner,2016/2017
1,C. Tosun,Süper Lig,Winner,2015/2016
2,C. Tosun,Spor Toto Cup,Winner,2012
3,C. Tosun,Super Cup,Runner-up,2017/2018
4,C. Tosun,Super Cup,Runner-up,2016/2017
0,G. Burgstaller,Bundesliga,Runner-up,2017/2018
1,G. Burgstaller,Bundesliga,Runner-up,2013/2014
2,G. Burgstaller,Bundesliga,Runner-up,2011/2012
3,G. Burgstaller,2. Liga,Winner,2008/2009
4,G. Burgstaller,Cup,Runner-up,2009/2010
0,Rômulo,Serie A,Winner,2014/2015
1,Rômulo,Serie A,Runner-up,2010
2,Rômulo,Serie B,Runner-up,2016/2017
3,Rômulo,Coppa Italia,Winner,2018/2019
4,Rômulo,Coppa Italia,Winner,2014/2015
5,Rômulo,Super Cup,Runner-up,2014/2015
6,Rômulo,Paulista A1,Runner-up,2010
7,Rômulo,Paranaense 1,Runner-up,2011
0,Y. El Arabi,Stars League,Winner,2017/2018
1,Y. El Arabi,Stars League,Winner,2016/2017
2,Y. El Arabi,Stars League,Runner-up,2018/2019
3,Y. El Arabi,Ligue 2,Winner,2009/2010
4,Y. El Arabi,QSL Cup,Runner-up,2018/2019
5,Y. El Arabi,Emir Cup,Winner,2019
6,Y. El Arabi,Emir Cup,Winner,2018
7,Y. El Arabi,Qatar Cup,Winner,2018
8,Y. El Arabi,Sheikh Jassem Cup,Winner,2016
9,Y. El Arabi,Sheikh Jassem Cup,Runner-up,2018
10,Y. El Arabi,Sheikh Jassem Cup,Runner-up,2017
11,Y. El Arabi,Crown Prince Cup,Winner,2011/2012
0,Fransérgio,Serie B,Runner-up,2012
1,Fransérgio,Taça da Liga,Winner,2019/2020
2,Fransérgio,Taça da Liga,Runner-up,2015/2016
3,Fransérgio,Taça da Liga,Runner-up,2014/2015
4,Fransérgio,Gaúcho 1,Winner,2012
5,Fransérgio,Paranaense 1,Winner,2009
6,Fransérgio,Paranaense 1,Runner-up,2011
7,Fransérgio,Paranaense 1,Runner-up,2010
0,J. Martin,Coupe de la Ligue,Winner,2018/2019
1,J. Martin,Coupe de la Ligue,Runner-up,2010/2011
2,J. Martin,Trophée des Champions,Runner-up,2012/2013
3,J. Martin,Algarve Football Cup,Runner-up,2017
0,P. Herrmann,Play-offs 1/2,Winner,2010/2011
0,R. Funes Mori,Primeira Liga,Winner,2013/2014
1,R. Funes Mori,Superliga,Runner-up,2012/2013 Torneo Final
2,R. Funes Mori,Liga MX,Runner-up,2017/2018 Apertura
3,R. Funes Mori,Liga MX,Runner-up,2015/2016 Clausura
4,R. Funes Mori,Primera Nacional,Winner,2011/2012
5,R. Funes Mori,Taça de Portugal,Winner,2013/2014
6,R. Funes Mori,Copa MX,Winner,2017/2018 Apertura
7,R. Funes Mori,Copa MX,Runner-up,2018/2019
8,R. Funes Mori,Taça da Liga,Winner,2013/2014
9,R. Funes Mori,Supercopa MX,Runner-up,2018
10,R. Funes Mori,Concacaf Champions League,Winner,2019
11,R. Funes Mori,UEFA Europa League,Runner-up,2013/2014
0,Tomás Pina,First Division A,Runner-up,2016/2017
1,Tomás Pina,Super Cup,Winner,2016/2017
2,Tomás Pina,Emirates Cup,Runner-up,2015
0,Sergio León,Algarve Football Cup,Runner-up,2017
0,Lucas Pérez,Super League 1,Runner-up,2013/2014
1,Lucas Pérez,FA Cup,Winner,2016/2017
2,Lucas Pérez,Cup,Runner-up,2013/2014
3,Lucas Pérez,Community Shield,Winner,2017/2018
4,Lucas Pérez,Emirates Cup,Winner,2017
0,André André,Primeira Liga,Winner,2017/2018
1,André André,Primeira Liga,Runner-up,2016/2017
2,André André,Campeonato de Portugal Prio,Winner,2011/2012
3,André André,Taça de Portugal,Winner,2012/2013
4,André André,Taça de Portugal,Runner-up,2015/2016
5,André André,Super Cup,Runner-up,2013/2014
0,Wilson Eduardo,Primeira Liga,Runner-up,2013/2014
1,Wilson Eduardo,Primeira Liga,Runner-up,2008/2009
2,Wilson Eduardo,Primeira Liga,Runner-up,2007/2008
3,Wilson Eduardo,Segunda Liga,Runner-up,2009/2010
4,Wilson Eduardo,Taça de Portugal,Winner,2015/2016
5,Wilson Eduardo,Taça de Portugal,Winner,2007/2008
6,Wilson Eduardo,Taça da Liga,Winner,2019/2020
7,Wilson Eduardo,Taça da Liga,Runner-up,2016/2017
8,Wilson Eduardo,Taça da Liga,Runner-up,2008/2009
9,Wilson Eduardo,Taça da Liga,Runner-up,2007/2008
10,Wilson Eduardo,Super Cup,Winner,2015/2016
11,Wilson Eduardo,Super Cup,Winner,2008/2009
12,Wilson Eduardo,Super Cup,Runner-up,2016/2017
0,P. Hernández,Primera División,Winner,2013/2014 Apertura
1,P. Hernández,Super Cup,Winner,2014
2,P. Hernández,Confederations Cup,Runner-up,2017 Russia
3,P. Hernández,Copa America,Winner,2016  USA
4,P. Hernández,J.League Cup / Copa Sudamericana Championship,Winner,2018
0,J. Forrest,Premiership,Winner,2018/2019
1,J. Forrest,Premiership,Winner,2017/2018
2,J. Forrest,Premiership,Winner,2016/2017
3,J. Forrest,Premiership,Winner,2015/2016
4,J. Forrest,Premiership,Winner,2014/2015
5,J. Forrest,Premiership,Winner,2013/2014
6,J. Forrest,Premiership,Winner,2012/2013
7,J. Forrest,Premiership,Winner,2011/2012
8,J. Forrest,Premiership,Runner-up,2010/2011
9,J. Forrest,Premiership,Runner-up,2009/2010
10,J. Forrest,FA Cup,Winner,2018/2019
11,J. Forrest,FA Cup,Winner,2017/2018
12,J. Forrest,FA Cup,Winner,2016/2017
13,J. Forrest,FA Cup,Winner,2012/2013
14,J. Forrest,FA Cup,Winner,2010/2011
15,J. Forrest,League Cup,Winner,2019/2020
16,J. Forrest,League Cup,Winner,2018/2019
17,J. Forrest,League Cup,Winner,2017/2018
18,J. Forrest,League Cup,Winner,2016/2017
19,J. Forrest,League Cup,Winner,2014/2015
20,J. Forrest,League Cup,Runner-up,2011/2012
21,J. Forrest,League Cup,Runner-up,2010/2011
22,J. Forrest,Nations Cup,Runner-up,2011
0,R. Saponara,UEFA U21 Championship,Runner-up,2013 Israel
0,L. Tonelli,Serie A,Runner-up,2017/2018
1,L. Tonelli,Serie B,Runner-up,2013/2014
0,E. Bičakčić,2. Bundesliga,Runner-up,2012/2013
0,A. Trebel,First Division A,Winner,2016/2017
1,A. Trebel,Cup,Winner,2015/2016
2,A. Trebel,Super Cup,Winner,2017/2018
3,A. Trebel,Super Cup,Runner-up,2016/2017
0,Luís Neto,Süper Lig,Runner-up,2017/2018
1,Luís Neto,Premier League,Winner,2018/2019
2,Luís Neto,Premier League,Winner,2014/2015
3,Luís Neto,Premier League,Runner-up,2013/2014
4,Luís Neto,Premier League,Runner-up,2012/2013
5,Luís Neto,Cup,Runner-up,2017/2018
6,Luís Neto,Cup,Winner,2015/2016
7,Luís Neto,Super Cup,Runner-up,2019/2020
8,Luís Neto,Super Cup,Winner,2016/2017
9,Luís Neto,Super Cup,Winner,2015/2016
10,Luís Neto,Super Cup,Runner-up,2013/2014
11,Luís Neto,The Atlantic Cup,Winner,2016
0,M. Pereyra,Primera División,Winner,2010/2011
1,M. Pereyra,Primera División,Winner,2008/2009
2,M. Pereyra,Primera División,Runner-up,2009/2010
3,M. Pereyra,Cup,Runner-up,2013/2014
0,L. Castro,Superliga,Runner-up,2011/2012 Apertura
0,V. Chiricheș,Serie A,Runner-up,2018/2019
1,V. Chiricheș,Serie A,Runner-up,2017/2018
2,V. Chiricheș,Serie A,Runner-up,2015/2016
3,V. Chiricheș,Liga I,Winner,2012/2013
4,V. Chiricheș,League Cup,Runner-up,2014/2015
5,V. Chiricheș,Supercupa,Winner,2013/2014
6,V. Chiricheș,MLS All-Star,Runner-up,2015
0,S. Ristovski,1. HNL,Winner,2016/2017
1,S. Ristovski,1. HNL,Runner-up,2015/2016
2,S. Ristovski,Taça de Portugal,Winner,2018/2019
3,S. Ristovski,Taça de Portugal,Runner-up,2017/2018
4,S. Ristovski,Taça da Liga,Winner,2018/2019
5,S. Ristovski,Taça da Liga,Winner,2017/2018
6,S. Ristovski,Super Cup,Runner-up,2019/2020
7,S. Ristovski,The Atlantic Cup,Winner,2017
0,E. Vargas,Serie A,Runner-up,2013
1,E. Vargas,Primera División,Winner,2011 Clausura
2,E. Vargas,Primera División,Winner,2011 Apertura
3,E. Vargas,Liga MX,Winner,2018/2019 Clausura
4,E. Vargas,Liga MX,Winner,2017/2018 Apertura
5,E. Vargas,Liga MX,Winner,2016/2017 Apertura
6,E. Vargas,Liga MX,Runner-up,2016/2017 Clausura
7,E. Vargas,Coppa Italia,Winner,2011/2012
8,E. Vargas,Campeón de Campeones,Winner,2017/2018
9,E. Vargas,Campeón de Campeones,Winner,2016/2017
10,E. Vargas,Campeón de Campeones,Runner-up,2018/2019
11,E. Vargas,Super Cup,Runner-up,2012/2013
12,E. Vargas,Confederations Cup,Runner-up,2017 Russia
13,E. Vargas,Copa America,Winner,2016  USA
14,E. Vargas,Copa America,Winner,2015 Chile
15,E. Vargas,China Cup,Winner,2017
16,E. Vargas,Concacaf Champions League,Runner-up,2019
17,E. Vargas,Concacaf Champions League,Runner-up,2016/2017
18,E. Vargas,CONMEBOL Sudamericana,Winner,2011
19,E. Vargas,Campeones Cup,Winner,2018
20,E. Vargas,Leagues Cup,Runner-up,2019
0,Marçal,Super Cup,Runner-up,2015/2016
1,Marçal,Emirates Cup,Winner,2019
0,Roger,Segunda División,Winner,2016/2017
0,R. Saïss,Championship,Winner,2017/2018
1,R. Saïss,Premier League Asia Trophy,Winner,2019
0,C. Vargas,Primera A,Winner,2015 Clausura
1,C. Vargas,Primera A,Winner,2014 Clausura
2,C. Vargas,Primera A,Winner,2012 Apertura
3,C. Vargas,Primera A,Runner-up,2013 Apertura
4,C. Vargas,Copa Colombia,Winner,2009
5,C. Vargas,Copa Colombia,Runner-up,2014
6,C. Vargas,Superliga,Winner,2013
7,C. Vargas,Superliga,Runner-up,2015
8,C. Vargas,Cuadrangular Pereira,Winner,2018
0,F. Ferreyra,Superliga,Winner,2012/2013
1,F. Ferreyra,Superliga,Winner,2012/2013 Torneo Inicial
2,F. Ferreyra,Superliga,Winner,2009/2010 Apertura
3,F. Ferreyra,Premier League,Winner,2017/2018
4,F. Ferreyra,Premier League,Winner,2016/2017
5,F. Ferreyra,Premier League,Winner,2013/2014
6,F. Ferreyra,Premier League,Runner-up,2015/2016
7,F. Ferreyra,Cup,Winner,2017/2018
8,F. Ferreyra,Cup,Winner,2016/2017
9,F. Ferreyra,Cup,Winner,2015/2016
10,F. Ferreyra,Cup,Runner-up,2013/2014
11,F. Ferreyra,Super Cup,Winner,2017/2018
12,F. Ferreyra,Super Cup,Winner,2015/2016
13,F. Ferreyra,Super Cup,Winner,2014/2015
14,F. Ferreyra,Super Cup,Winner,2013/2014
15,F. Ferreyra,Super Cup,Runner-up,2016/2017
0,L. López,Primeira Liga,Winner,2016/2017
1,L. López,Primeira Liga,Winner,2015/2016
2,L. López,Primeira Liga,Winner,2014/2015
3,L. López,Superliga,Winner,2011/2012 Clausura
4,L. López,Taça de Portugal,Winner,2016/2017
5,L. López,Taça da Liga,Winner,2015/2016
6,L. López,Taça da Liga,Winner,2014/2015
7,L. López,Copa de la Superliga,Runner-up,2019
8,L. López,Super Cup,Winner,2017/2018
9,L. López,Super Cup,Winner,2016/2017
10,L. López,Super Cup,Winner,2014/2015
11,L. López,Super Cup,Runner-up,2015/2016
12,L. López,Super Copa,Winner,2018/2019
13,L. López,Super Copa,Winner,2012/2013
14,L. López,Algarve Football Cup,Winner,2017
0,M. Casco,Superliga,Winner,2012/2013 Torneo Final
1,M. Casco,Superliga,Runner-up,2016/2017
2,M. Casco,Superliga,Runner-up,2012/2013
3,M. Casco,Superliga,Runner-up,2012/2013 Torneo Inicial
4,M. Casco,Copa Argentina,Winner,2019
5,M. Casco,Copa Argentina,Winner,2017
6,M. Casco,Copa Argentina,Winner,2016
7,M. Casco,Super Copa,Winner,2017/2018
8,M. Casco,Super Copa,Runner-up,2016/2017
9,M. Casco,Copa America,Runner-up,2015 Chile
10,M. Casco,CONMEBOL Libertadores,Winner,2018
11,M. Casco,CONMEBOL Libertadores,Runner-up,2019
12,M. Casco,CONMEBOL Recopa,Winner,2019
13,M. Casco,CONMEBOL Recopa,Winner,2016
14,M. Casco,FIFA Club World Cup,Runner-up,2015 Japan
0,P. Pérez,Superliga,Winner,2017/2018
1,P. Pérez,Superliga,Winner,2016/2017
2,P. Pérez,Superliga,Winner,2015
3,P. Pérez,Superliga,Winner,2012/2013 Torneo Final
4,P. Pérez,Superliga,Runner-up,2012/2013
5,P. Pérez,Superliga,Runner-up,2012/2013 Torneo Inicial
6,P. Pérez,Copa Argentina,Winner,2014/2015
7,P. Pérez,Super Copa,Runner-up,2017/2018
8,P. Pérez,Super Copa,Runner-up,2015/2016
9,P. Pérez,Trofeo Joan Gamper,Runner-up,2018
10,P. Pérez,Copa Libertadores Play-off,Winner,2015
11,P. Pérez,CONMEBOL Libertadores,Runner-up,2018
0,J. Palomino,First League,Winner,2016/2017
1,J. Palomino,Coppa Italia,Runner-up,2018/2019
2,J. Palomino,Cup,Runner-up,2016/2017
0,A. Marušić,Cup,Runner-up,2016/2017
1,A. Marušić,Coppa Italia,Winner,2018/2019
2,A. Marušić,Super Cup,Winner,2019/2020
3,A. Marušić,Super Cup,Winner,2017/2018
0,R. Ábila,Superliga,Winner,2017/2018
1,R. Ábila,Prim B Metro,Winner,2011/2012
2,R. Ábila,Copa de la Superliga,Runner-up,2019
3,R. Ábila,Super Copa,Winner,2018/2019
4,R. Ábila,Super Copa,Runner-up,2017/2018
5,R. Ábila,Super Copa,Runner-up,2014/2015
6,R. Ábila,Mineiro 1,Runner-up,2017
7,R. Ábila,Trofeo Joan Gamper,Runner-up,2018
8,R. Ábila,CONMEBOL Libertadores,Runner-up,2018
9,R. Ábila,CONMEBOL Sudamericana,Runner-up,2015
0,P. Foden,Premier League,Winner,2018/2019
1,P. Foden,Premier League,Winner,2017/2018
2,P. Foden,FA Cup,Winner,2018/2019
3,P. Foden,League Cup,Winner,2018/2019
4,P. Foden,League Cup,Winner,2017/2018
5,P. Foden,Community Shield,Winner,2019/2020
6,P. Foden,Community Shield,Winner,2018/2019
7,P. Foden,FA Youth Cup,Runner-up,2016/2017
8,P. Foden,UEFA U17 Championship,Runner-up,2017 Croatia
9,P. Foden,U17 World Cup,Winner,2017 India
10,P. Foden,Premier League Asia Trophy,Runner-up,2019
0,M. Kean,Serie A,Winner,2018/2019
1,M. Kean,Serie A,Winner,2016/2017
2,M. Kean,Coppa Italia,Winner,2016/2017
3,M. Kean,Super Cup,Winner,2018/2019
4,M. Kean,Super Cup,Runner-up,2017/2018
5,M. Kean,Super Cup,Runner-up,2016/2017
6,M. Kean,Campionato Primavera 1,Runner-up,2015/2016
7,M. Kean,Coppa Italia Primavera,Runner-up,2015/2016
8,M. Kean,UEFA Champions League,Runner-up,2016/2017
9,M. Kean,Youth Viareggio Cup,Winner,2016
10,M. Kean,UEFA U19 Championship,Runner-up,2018 Finland
0,Rodrygo,Super Cup,Winner,2019/2020
0,A. Lunin,UEFA Super Cup,Runner-up,2018/2019
1,A. Lunin,U20 World Cup,Winner,2019 Poland
0,Florentino,Primeira Liga,Winner,2018/2019
1,Florentino,Super Cup,Winner,2019/2020
2,Florentino,Júniores U19,Winner,2017/2018
3,Florentino,Júniores U19,Runner-up,2018/2019
4,Florentino,UEFA U19 Championship,Winner,2018 Finland
5,Florentino,UEFA U19 Championship,Runner-up,2017 Georgia
6,Florentino,UEFA U17 Championship,Winner,2016 Azerbaijan
7,Florentino,International Champions Cup,Winner,2019
8,Florentino,UEFA Youth League,Runner-up,2016/2017
0,A. Maier,UEFA U21 Championship,Runner-up,2019 Italy
1,A. Maier,U19 Bundesliga,Winner,2017/2018
0,R. Mandragora,Serie A,Winner,2016/2017
1,R. Mandragora,Coppa Italia,Winner,2016/2017
2,R. Mandragora,Super Cup,Runner-up,2016/2017
3,R. Mandragora,UEFA Champions League,Runner-up,2016/2017
0,K. Tierney,Premiership,Winner,2018/2019
1,K. Tierney,Premiership,Winner,2017/2018
2,K. Tierney,Premiership,Winner,2016/2017
3,K. Tierney,Premiership,Winner,2015/2016
4,K. Tierney,Premiership,Winner,2014/2015
5,K. Tierney,FA Cup,Winner,2018/2019
6,K. Tierney,FA Cup,Winner,2017/2018
7,K. Tierney,FA Cup,Winner,2016/2017
8,K. Tierney,League Cup,Winner,2018/2019
9,K. Tierney,League Cup,Winner,2017/2018
10,K. Tierney,League Cup,Winner,2016/2017
11,K. Tierney,League Cup,Winner,2014/2015
0,G. Mancini,Coppa Italia,Runner-up,2018/2019
0,A. Lookman,U20 World Cup,Winner,2017 Korea Republic
1,A. Lookman,Tournoi U20 4 Nations,Winner,2017
2,A. Lookman,Premier League 2 Division One,Winner,2016/2017
0,T. Adams,USL Championship,Winner,2016
1,T. Adams,DFB Pokal,Runner-up,2018/2019
2,T. Adams,US Open Cup,Runner-up,2017
3,T. Adams,Concacaf U20,Winner,2017 Costa Rica
0,E. N'Dicka,Super Cup,Runner-up,2018/2019
0,W. McKennie,Bundesliga,Runner-up,2017/2018
1,W. McKennie,Concacaf Gold Cup,Runner-up,2019 USA / Costa Rica / Jamaica
0,A. Mac Allister,Primera Nacional,Winner,2016/2017
0,Kangin Lee,Copa del Rey,Winner,2018/2019
1,Kangin Lee,U20 World Cup,Runner-up,2019 Poland
0,B. Embolo,Bundesliga,Runner-up,2017/2018
1,B. Embolo,Super League,Winner,2015/2016
2,B. Embolo,Super League,Winner,2014/2015
3,B. Embolo,Super League,Winner,2013/2014
4,B. Embolo,Schweizer Pokal,Runner-up,2014/2015
5,B. Embolo,Schweizer Pokal,Runner-up,2013/2014
0,T. Castagne,Coppa Italia,Runner-up,2018/2019
1,T. Castagne,Super Cup,Runner-up,2013/2014
0,T. Abraham,Community Shield,Runner-up,2018/2019
1,T. Abraham,UEFA Super Cup,Runner-up,2019/2020
2,T. Abraham,UEFA Youth League,Winner,2015/2016
3,T. Abraham,UEFA Youth League,Winner,2014/2015
4,T. Abraham,World Youth Festival Toulon,Winner,2018
0,D. Malen,Eredivisie,Winner,2017/2018
1,D. Malen,Eredivisie,Runner-up,2018/2019
2,D. Malen,Super Cup,Runner-up,2019/2020
3,D. Malen,Super Cup,Runner-up,2018/2019
4,D. Malen,Community Shield,Winner,2017/2018
5,D. Malen,U18 Premier League,Runner-up,2016/2017
6,D. Malen,Emirates Cup,Winner,2017
0,Aleñá,La Liga,Winner,2018/2019
1,Aleñá,La Liga,Winner,2017/2018
2,Aleñá,La Liga,Winner,2015/2016
3,Aleñá,La Liga,Runner-up,2016/2017
4,Aleñá,Copa del Rey,Winner,2017/2018
5,Aleñá,Copa del Rey,Winner,2016/2017
6,Aleñá,Copa del Rey,Winner,2015/2016
7,Aleñá,Copa del Rey,Runner-up,2018/2019
8,Aleñá,Super Cup,Winner,2018/2019
9,Aleñá,Super Cup,Winner,2016/2017
10,Aleñá,Super Cup,Runner-up,2017/2018
11,Aleñá,Copa Catalunya,Runner-up,2015/2016
12,Aleñá,Supercopa de Catalunya,Winner,2018
13,Aleñá,Supercopa de Catalunya,Runner-up,2019
14,Aleñá,Supercopa de Catalunya,Runner-up,2016
15,Aleñá,Trofeo Joan Gamper,Winner,2019
16,Aleñá,Trofeo Joan Gamper,Winner,2018
17,Aleñá,Trofeo Joan Gamper,Winner,2017
18,Aleñá,Trofeo Joan Gamper,Winner,2016
0,A. Ndiaye,UEFA Champions League,Runner-up,2015/2016
1,A. Ndiaye,Audi Cup,Winner,2017
2,A. Ndiaye,Copa Ibérica,Runner-up,2019
0,Gedson Fernandes,Primeira Liga,Winner,2018/2019
1,Gedson Fernandes,Super Cup,Winner,2019/2020
2,Gedson Fernandes,Júniores U19,Winner,2017/2018
3,Gedson Fernandes,UEFA U19 Championship,Runner-up,2017 Georgia
4,Gedson Fernandes,UEFA U17 Championship,Winner,2016 Azerbaijan
5,Gedson Fernandes,International Champions Cup,Winner,2019
6,Gedson Fernandes,UEFA Youth League,Runner-up,2016/2017
0,F. Chalov,Premier League,Winner,2015/2016
1,F. Chalov,Premier League,Runner-up,2017/2018
2,F. Chalov,Premier League,Runner-up,2016/2017
3,F. Chalov,Cup,Runner-up,2015/2016
4,F. Chalov,Super Cup,Winner,2018/2019
5,F. Chalov,Super Cup,Runner-up,2016/2017
0,I. Sangaré,Africa U23 Cup of Nations,Runner-up,2019 Egypt
0,F. Benković,Premiership,Winner,2018/2019
1,F. Benković,1. HNL,Winner,2017/2018
2,F. Benković,1. HNL,Winner,2015/2016
3,F. Benković,1. HNL,Runner-up,2016/2017
4,F. Benković,FA Cup,Winner,2018/2019
5,F. Benković,Cup,Winner,2017/2018
6,F. Benković,Cup,Winner,2016/2017
7,F. Benković,Cup,Winner,2015/2016
8,F. Benković,League Cup,Winner,2018/2019
9,F. Benković,1. HNL Juniori,Winner,2015/2016
0,S. Chukwueze,U17 World Cup,Winner,2015 Chile
0,P. Gollini,Coppa Italia,Runner-up,2018/2019
1,P. Gollini,International Champions Cup,Winner,2014
0,M. Locatelli,Coppa Italia,Runner-up,2017/2018
1,M. Locatelli,Coppa Italia,Runner-up,2015/2016
2,M. Locatelli,Super Cup,Winner,2016/2017
3,M. Locatelli,UEFA U19 Championship,Runner-up,2016 Germany
0,M. Çelik,Ligue 1,Runner-up,2018/2019
1,M. Çelik,Cup,Runner-up,2014/2015
2,M. Çelik,Super Cup,Runner-up,2015/2016
3,M. Çelik,Algarve Football Cup,Winner,2018
0,Álex Remiro,Segunda División,Runner-up,2017/2018
1,Álex Remiro,Copa del Rey,Runner-up,2014/2015
2,Álex Remiro,Super Cup,Winner,2015/2016
0,K. Dolberg,Eredivisie,Winner,2018/2019
1,K. Dolberg,Eredivisie,Runner-up,2017/2018
2,K. Dolberg,Eredivisie,Runner-up,2016/2017
3,K. Dolberg,KNVB Beker,Winner,2018/2019
4,K. Dolberg,Super Cup,Winner,2019/2020
5,K. Dolberg,Eredivisie U19,Winner,2015/2016
6,K. Dolberg,UEFA Europa League,Runner-up,2016/2017
7,K. Dolberg,Florida Cup,Runner-up,2019
0,X. Schlager,Bundesliga,Winner,2018/2019
1,X. Schlager,Bundesliga,Winner,2017/2018
2,X. Schlager,Bundesliga,Winner,2016/2017
3,X. Schlager,Bundesliga,Winner,2015/2016
4,X. Schlager,2. Liga,Runner-up,2016/2017
5,X. Schlager,2. Liga,Runner-up,2014/2015
6,X. Schlager,Cup,Winner,2018/2019
7,X. Schlager,Cup,Winner,2016/2017
8,X. Schlager,Cup,Winner,2015/2016
9,X. Schlager,Cup,Runner-up,2017/2018
10,X. Schlager,UEFA Youth League,Winner,2016/2017
11,X. Schlager,The Atlantic Cup,Winner,2019
0,J. Brekalo,1. HNL,Winner,2015/2016
1,J. Brekalo,2. Bundesliga,Winner,2016/2017
2,J. Brekalo,Cup,Winner,2015/2016
3,J. Brekalo,1. HNL Juniori,Winner,2015/2016
0,I. Doumbia,First Division A,Winner,2016/2017
1,I. Doumbia,Taça de Portugal,Winner,2018/2019
2,I. Doumbia,Taça da Liga,Winner,2018/2019
3,I. Doumbia,Super Cup,Runner-up,2017/2018
4,I. Doumbia,Super Cup,Runner-up,2019/2020
5,I. Doumbia,Africa U23 Cup of Nations,Runner-up,2019 Egypt
0,Z. Steffen,Concacaf Gold Cup,Runner-up,2019 USA / Costa Rica / Jamaica
1,Z. Steffen,Concacaf U20,Runner-up,2013
2,Z. Steffen,Carolina Challenge Cup,Winner,2019
0,E. Álvarez,Liga MX,Winner,2018/2019 Apertura
1,E. Álvarez,Liga MX,Runner-up,2016/2017 Apertura
2,E. Álvarez,Copa MX,Winner,2018/2019 Clausura
3,E. Álvarez,Campeón de Campeones,Winner,2018/2019
4,E. Álvarez,Super Cup,Winner,2019/2020
5,E. Álvarez,Supercopa MX,Runner-up,2017
6,E. Álvarez,Concacaf Gold Cup,Winner,2019 USA / Costa Rica / Jamaica
0,A. Danjuma Groeneveld,First Division A,Runner-up,2018/2019
1,A. Danjuma Groeneveld,Super Cup,Winner,2018/2019
2,A. Danjuma Groeneveld,Eredivisie U19,Runner-up,2015/2016
0,M. Terrier,Emirates Cup,Winner,2019
0,A. Haidara,Bundesliga,Winner,2017/2018
1,A. Haidara,Bundesliga,Winner,2016/2017
2,A. Haidara,2. Liga,Runner-up,2016/2017
3,A. Haidara,DFB Pokal,Runner-up,2018/2019
4,A. Haidara,Cup,Winner,2016/2017
5,A. Haidara,Cup,Runner-up,2017/2018
6,A. Haidara,UEFA Youth League,Winner,2016/2017
7,A. Haidara,U17 World Cup,Runner-up,2015 Chile
0,T. Koopmeiners,Tweede Divisie,Winner,2016/2017
1,T. Koopmeiners,KNVB Beker,Runner-up,2017/2018
0,I. Hayden,Championship,Winner,2016/2017
1,I. Hayden,FA Cup,Winner,2014/2015
2,I. Hayden,FA Cup,Winner,2013/2014
3,I. Hayden,Community Shield,Winner,2014/2015
4,I. Hayden,Emirates Cup,Winner,2015
5,I. Hayden,Emirates Cup,Runner-up,2014
6,I. Hayden,Premier League Asia Trophy,Winner,2015
0,Rubén Blanco,Segunda División,Runner-up,2011/2012
1,Rubén Blanco,UEFA U21 Championship,Runner-up,2017 Poland
0,K. Linetty,Ekstraklasa,Winner,2014/2015
1,K. Linetty,Ekstraklasa,Runner-up,2013/2014
2,K. Linetty,Ekstraklasa,Runner-up,2012/2013
3,K. Linetty,Cup,Runner-up,2015/2016
4,K. Linetty,Cup,Runner-up,2014/2015
5,K. Linetty,Super Cup,Winner,2016/2017
6,K. Linetty,Super Cup,Winner,2015/2016
7,K. Linetty,Trofeo Joan Gamper,Runner-up,2016
0,A. Gunn,World Youth Festival Toulon,Winner,2016
1,A. Gunn,Premier League 2 Division One,Runner-up,2016/2017
0,A. Živković,Primeira Liga,Winner,2018/2019
1,A. Živković,Primeira Liga,Winner,2016/2017
2,A. Živković,Primeira Liga,Runner-up,2017/2018
3,A. Živković,Super Liga,Winner,2014/2015
4,A. Živković,Super Liga,Winner,2012/2013
5,A. Živković,Super Liga,Runner-up,2015/2016
6,A. Živković,Super Liga,Runner-up,2013/2014
7,A. Živković,Taça de Portugal,Winner,2016/2017
8,A. Živković,Cup,Winner,2015/2016
9,A. Živković,Cup,Runner-up,2014/2015
10,A. Živković,Super Cup,Winner,2019/2020
11,A. Živković,Super Cup,Winner,2017/2018
12,A. Živković,Super Cup,Winner,2016/2017
13,A. Živković,Algarve Football Cup,Winner,2017
14,A. Živković,International Champions Cup,Winner,2019
15,A. Živković,U20 World Cup,Winner,2015 New Zealand
0,J. Augustin,Ligue 1,Winner,2015/2016
1,J. Augustin,Ligue 1,Winner,2014/2015
2,J. Augustin,Ligue 1,Runner-up,2016/2017
3,J. Augustin,DFB Pokal,Runner-up,2018/2019
4,J. Augustin,Coupe de France,Winner,2016/2017
5,J. Augustin,Coupe de France,Winner,2015/2016
6,J. Augustin,Coupe de France,Winner,2014/2015
7,J. Augustin,Coupe de la Ligue,Winner,2016/2017
8,J. Augustin,Coupe de la Ligue,Winner,2015/2016
9,J. Augustin,Coupe de la Ligue,Winner,2014/2015
10,J. Augustin,Trophée des Champions,Winner,2016/2017
11,J. Augustin,Trophée des Champions,Winner,2015/2016
12,J. Augustin,Trophée des Champions,Winner,2014/2015
13,J. Augustin,Championnat National U19,Winner,2015/2016
