,Name,Competitiion,Trophie,Season
14,J. Augustin,UEFA U19 Championship,Winner,2016 Germany
15,J. Augustin,Tournoi U20 4 Nations,Runner-up,2017
16,J. Augustin,UEFA Youth League,Runner-up,2015/2016
0,R. Holding,FA Cup,Winner,2016/2017
1,R. Holding,League Cup,Runner-up,2017/2018
2,R. Holding,Community Shield,Winner,2017/2018
3,R. Holding,Trofeo Joan Gamper,Runner-up,2019
4,R. Holding,Premier League 2 Division One,Winner,2017/2018
5,R. Holding,UEFA Europa League,Runner-up,2018/2019
6,R. Holding,Emirates Cup,Winner,2017
7,R. Holding,Emirates Cup,Runner-up,2019
8,R. Holding,Premier League International Cup,Runner-up,2017/2018
9,R. Holding,World Youth Festival Toulon,Winner,2016
0,W. Anton,2. Bundesliga,Runner-up,2016/2017
1,W. Anton,U19 Bundesliga,Runner-up,2013/2014
2,W. Anton,UEFA U21 Championship,Winner,2017 Poland
3,W. Anton,UEFA U21 Championship,Runner-up,2019 Italy
0,L. Blas,Coupe de la Ligue,Runner-up,2018/2019
1,L. Blas,UEFA U19 Championship,Winner,2016 Germany
2,L. Blas,Tournoi U20 4 Nations,Runner-up,2017
0,A. Harit,Bundesliga,Runner-up,2017/2018
1,A. Harit,UEFA U19 Championship,Winner,2016 Germany
2,A. Harit,Tournoi U20 4 Nations,Runner-up,2017
0,Zubeldia,UEFA U21 Championship,Winner,2019 Italy
0,P. Schick,Czech Liga,Winner,2013/2014
1,P. Schick,Czech Liga,Runner-up,2014/2015
2,P. Schick,Cup,Winner,2013/2014
3,P. Schick,Super Cup,Winner,2014/2015
4,P. Schick,Trofeo Joan Gamper,Runner-up,2016
0,A. Franco,CONMEBOL Sudamericana,Winner,2017
1,A. Franco,CONMEBOL Recopa,Runner-up,2018
2,A. Franco,J.League Cup / Copa Sudamericana Championship,Winner,2018
0,N. Milenković,Super Liga,Winner,2016/2017
1,N. Milenković,Super Liga,Runner-up,2015/2016
2,N. Milenković,Cup,Winner,2016/2017
3,N. Milenković,Cup,Winner,2015/2016
0,Unai Núñez,UEFA U21 Championship,Winner,2019 Italy
0,B. Engels,First Division A,Winner,2015/2016
1,B. Engels,First Division A,Runner-up,2016/2017
2,B. Engels,First Division A,Runner-up,2014/2015
3,B. Engels,First Division A,Runner-up,2011/2012
4,B. Engels,Cup,Winner,2014/2015
5,B. Engels,Cup,Runner-up,2015/2016
6,B. Engels,Super Cup,Winner,2016/2017
7,B. Engels,Super Cup,Runner-up,2015/2016
0,T. Bongonda,Cup,Runner-up,2013/2014
1,T. Bongonda,Super Cup,Winner,2019/2020
0,T. Didillon,Ligue 2,Winner,2013/2014
1,T. Didillon,World Youth Festival Toulon,Winner,2015
0,D. Ćaleta-Car,World Cup,Runner-up,2018 Russia
1,D. Ćaleta-Car,Bundesliga,Winner,2017/2018
2,D. Ćaleta-Car,Bundesliga,Winner,2016/2017
3,D. Ćaleta-Car,Bundesliga,Winner,2015/2016
4,D. Ćaleta-Car,Bundesliga,Winner,2014/2015
5,D. Ćaleta-Car,2. Liga,Runner-up,2014/2015
6,D. Ćaleta-Car,Cup,Runner-up,2009/2010
7,D. Ćaleta-Car,Cup,Winner,2016/2017
8,D. Ćaleta-Car,Cup,Winner,2015/2016
9,D. Ćaleta-Car,Cup,Winner,2014/2015
10,D. Ćaleta-Car,Cup,Runner-up,2017/2018
0,Matheus Pereira,Primeira Liga,Runner-up,2015/2016
1,Matheus Pereira,Taça de Portugal,Winner,2014/2015
2,Matheus Pereira,Super Cup,Winner,2015/2016
3,Matheus Pereira,Super Cup,Runner-up,2019/2020
0,Toni Villa,Segunda B,Winner,2016/2017
0,Eduardo Henrique,Serie A,Runner-up,2015
1,Eduardo Henrique,Copa do Brasil,Winner,2014
2,Eduardo Henrique,Super Cup,Runner-up,2019/2020
3,Eduardo Henrique,Paulista A1,Runner-up,2012
4,Eduardo Henrique,Mineiro 1,Winner,2016
5,Eduardo Henrique,Mineiro 1,Winner,2015
6,Eduardo Henrique,Mineiro 1,Runner-up,2014
7,Eduardo Henrique,Paranaense 1,Runner-up,2017
8,Eduardo Henrique,CONMEBOL Sudamericana,Winner,2012
9,Eduardo Henrique,CONMEBOL Recopa,Winner,2014/2015
0,Y. Aït Bennasser,Ligue 2,Winner,2015/2016
1,Y. Aït Bennasser,Trophée des Champions,Runner-up,2018/2019
0,T. Hernández,UEFA Champions League,Winner,2017/2018
1,T. Hernández,UEFA Champions League,Runner-up,2015/2016
2,T. Hernández,UEFA Super Cup,Winner,2017/2018
3,T. Hernández,FIFA Club World Cup,Winner,2017 UAE
4,T. Hernández,Copa del Rey,Runner-up,2016/2017
5,T. Hernández,Super Cup,Winner,2017/2018
6,T. Hernández,Tournoi U20 4 Nations,Runner-up,2017
0,Y. Osorio,Primeira Liga,Winner,2017/2018
1,Y. Osorio,Primera División,Winner,2016
2,Y. Osorio,Primera División,Winner,2015
3,Y. Osorio,Primera División,Winner,2013/2014
0,D. Praet,First Division A,Winner,2013/2014
1,D. Praet,First Division A,Winner,2012/2013
2,D. Praet,First Division A,Winner,2011/2012
3,D. Praet,Cup,Runner-up,2014/2015
4,D. Praet,Super Cup,Winner,2014/2015
5,D. Praet,Super Cup,Winner,2013/2014
6,D. Praet,Super Cup,Winner,2012/2013
0,Y. Mvogo,Super League,Runner-up,2016/2017
1,Y. Mvogo,Super League,Runner-up,2015/2016
2,Y. Mvogo,Super League,Runner-up,2014/2015
3,Y. Mvogo,DFB Pokal,Runner-up,2018/2019
0,L. Augustinsson,Allsvenskan,Runner-up,2014
1,L. Augustinsson,Superliga,Winner,2016/2017
2,L. Augustinsson,Superliga,Winner,2015/2016
3,L. Augustinsson,Superliga,Runner-up,2014/2015
4,L. Augustinsson,Superettan,Runner-up,2012
5,L. Augustinsson,Svenska Cupen,Winner,2012/2013
6,L. Augustinsson,DBU Pokalen,Winner,2016/2017
7,L. Augustinsson,DBU Pokalen,Winner,2015/2016
8,L. Augustinsson,DBU Pokalen,Winner,2014/2015
9,L. Augustinsson,Super Cup,Runner-up,2013
10,L. Augustinsson,UEFA U21 Championship,Winner,2015 Czech Republic
0,M. Cornet,Ligue 1,Runner-up,2015/2016
1,M. Cornet,Ligue 1,Runner-up,2014/2015
2,M. Cornet,Ligue 2,Winner,2013/2014
3,M. Cornet,National 1,Runner-up,2012/2013
4,M. Cornet,Trophée des Champions,Runner-up,2016/2017
5,M. Cornet,Trophée des Champions,Runner-up,2015/2016
6,M. Cornet,Emirates Cup,Winner,2019
0,Gonçalo Paciência,Primeira Liga,Winner,2017/2018
1,Gonçalo Paciência,Primeira Liga,Runner-up,2014/2015
2,Gonçalo Paciência,Segunda Liga,Runner-up,2013/2014
3,Gonçalo Paciência,Taça da Liga,Runner-up,2017/2018
4,Gonçalo Paciência,Super Cup,Runner-up,2018/2019
5,Gonçalo Paciência,UEFA U21 Championship,Runner-up,2015 Czech Republic
0,Rúben Semedo,Primeira Liga,Runner-up,2015/2016
1,Rúben Semedo,Primeira Liga,Runner-up,2013/2014
2,Rúben Semedo,Super Cup,Winner,2015/2016
0,L. Waldschmidt,UEFA U21 Championship,Runner-up,2019 Italy
0,I. Kahveci,Süper Lig,Runner-up,2018/2019
1,I. Kahveci,Süper Lig,Runner-up,2016/2017
2,I. Kahveci,Cup,Runner-up,2016/2017
0,Rubén Duarte,Copa Catalunya,Runner-up,2013/2014
1,Rubén Duarte,Supercopa de Catalunya,Winner,2016
0,Pedraza,UEFA U21 Championship,Winner,2019 Italy
1,Pedraza,UEFA U21 Championship,Runner-up,2017 Poland
2,Pedraza,UEFA U19 Championship,Winner,2014/2015
3,Pedraza,Emirates Cup,Runner-up,2015
0,V. Guzmán,Liga MX,Winner,2015/2016 Clausura
1,V. Guzmán,Copa MX,Runner-up,2017/2018 Apertura
2,V. Guzmán,Campeón de Campeones,Runner-up,2015/2016
3,V. Guzmán,Concacaf Champions League,Winner,2016/2017
4,V. Guzmán,Olympic Qualifying Concacaf,Winner,2016 Rio de Janeiro
5,V. Guzmán,Concacaf U20,Winner,2015
0,Palhinha,Taça de Portugal,Runner-up,2017/2018
1,Palhinha,Taça da Liga,Winner,2019/2020
2,Palhinha,Taça da Liga,Winner,2017/2018
3,Palhinha,UEFA U19 Championship,Runner-up,2013/2014
0,A. Barboza,Superliga,Runner-up,2018/2019
1,A. Barboza,Copa Argentina,Winner,2017
0,Xeka,Ligue 1,Runner-up,2018/2019
1,Xeka,Taça da Liga,Runner-up,2016/2017
2,Xeka,Super Cup,Runner-up,2016/2017
3,Xeka,Algarve Football Cup,Winner,2018
0,B. Raman,First Division A,Winner,2014/2015
1,B. Raman,2. Bundesliga,Winner,2017/2018
2,B. Raman,Super Cup,Winner,2015/2016
0,S. Denswil,Eredivisie,Winner,2013/2014
1,S. Denswil,Eredivisie,Winner,2012/2013
2,S. Denswil,Eredivisie,Winner,2011/2012
3,S. Denswil,First Division A,Winner,2017/2018
4,S. Denswil,First Division A,Winner,2015/2016
5,S. Denswil,First Division A,Runner-up,2018/2019
6,S. Denswil,First Division A,Runner-up,2016/2017
7,S. Denswil,First Division A,Runner-up,2014/2015
8,S. Denswil,KNVB Beker,Runner-up,2013/2014
9,S. Denswil,Cup,Winner,2014/2015
10,S. Denswil,Cup,Runner-up,2015/2016
11,S. Denswil,Super Cup,Winner,2018/2019
12,S. Denswil,Super Cup,Winner,2016/2017
13,S. Denswil,Super Cup,Runner-up,2015/2016
14,S. Denswil,Super Cup,Winner,2013/2014
15,S. Denswil,Super Cup,Runner-up,2014/2015
16,S. Denswil,Super Cup,Runner-up,2012/2013
17,S. Denswil,The NextGen Series,Runner-up,2011/2012
0,M. Livaja,1. HNL,Runner-up,2009/2010
1,M. Livaja,Super League 1,Winner,2017/2018
2,M. Livaja,Cup,Runner-up,2018/2019
3,M. Livaja,Cup,Runner-up,2017/2018
4,M. Livaja,Cup,Winner,2009/2010
5,M. Livaja,The NextGen Series,Winner,2011/2012
0,Paulinho,Primeira Liga,Winner,2017/2018
1,Paulinho,Segunda Liga,Winner,2016/2017
2,Paulinho,Baiano 1,Winner,2012
0,Matheus,Taça de Portugal,Winner,2015/2016
1,Matheus,Taça de Portugal,Runner-up,2014/2015
2,Matheus,Taça da Liga,Winner,2019/2020
3,Matheus,Taça da Liga,Runner-up,2016/2017
4,Matheus,Super Cup,Runner-up,2016/2017
5,Matheus,Mineiro 1,Runner-up,2012
0,A. Rusnák,KNVB Beker,Winner,2014/2015
1,A. Rusnák,Super Cup,Runner-up,2015/2016
2,A. Rusnák,King's Cup,Winner,2018
0,J. Hendrix,Eredivisie,Winner,2017/2018
1,J. Hendrix,Eredivisie,Winner,2015/2016
2,J. Hendrix,Eredivisie,Winner,2014/2015
3,J. Hendrix,Eredivisie,Runner-up,2018/2019
4,J. Hendrix,Super Cup,Winner,2016/2017
5,J. Hendrix,Super Cup,Winner,2015/2016
6,J. Hendrix,Super Cup,Runner-up,2019/2020
7,J. Hendrix,Super Cup,Runner-up,2018/2019
8,J. Hendrix,Eredivisie U19,Runner-up,2012/2013
9,J. Hendrix,Youth Cup U19,Winner,2012/2013
10,J. Hendrix,UEFA U17 Championship,Winner,2011/2012
0,M. Benítez,CONMEBOL Sudamericana,Winner,2017
1,M. Benítez,CONMEBOL Recopa,Runner-up,2018
2,M. Benítez,CONMEBOL Recopa,Runner-up,2011/2012
3,M. Benítez,J.League Cup / Copa Sudamericana Championship,Winner,2018
0,Wallace,Serie A,Winner,2013
1,Wallace,Coppa Italia,Winner,2018/2019
2,Wallace,Coppa Italia,Runner-up,2016/2017
3,Wallace,Taça da Liga,Winner,2019/2020
4,Wallace,Super Cup,Winner,2017/2018
5,Wallace,Mineiro 1,Winner,2014
6,Wallace,Mineiro 1,Runner-up,2013
7,Wallace,World Youth Festival Toulon,Winner,2014
8,Wallace,World Youth Festival Toulon,Winner,2013
0,Camarasa,Segunda División,Winner,2016/2017
1,Camarasa,Copa del Rey,Runner-up,2016/2017
2,Camarasa,Algarve Football Cup,Runner-up,2017
0,L. Acosta,Superliga,Runner-up,2013/2014 Torneo Final
0,M. Nakamba,First Division A,Winner,2017/2018
1,M. Nakamba,First Division A,Runner-up,2018/2019
2,M. Nakamba,KNVB Beker,Winner,2016/2017
3,M. Nakamba,Super Cup,Winner,2018/2019
0,F. Kamano,Coupe de la Ligue,Runner-up,2014/2015
0,D. Reyes,Primeira Liga,Winner,2017/2018
1,D. Reyes,Primeira Liga,Runner-up,2014/2015
2,D. Reyes,Liga MX,Winner,2012/2013 Clausura
3,D. Reyes,Segunda Liga,Runner-up,2013/2014
4,D. Reyes,Super Cup,Winner,2013/2014
5,D. Reyes,Supercopa de Catalunya,Winner,2016
6,D. Reyes,Concacaf Gold Cup,Winner,2019 USA / Costa Rica / Jamaica
7,D. Reyes,Concacaf Gold Cup,Winner,2015
8,D. Reyes,Olympics,Winner,2012 London
9,D. Reyes,Olympic Qualifying Concacaf,Winner,2012
10,D. Reyes,World Youth Festival Toulon,Winner,2012
11,D. Reyes,Pan American Games,Winner,2011
12,D. Reyes,Leagues Cup,Runner-up,2019
13,D. Reyes,Emirates Cup,Runner-up,2013
0,N. Araújo,Liga MX,Winner,2017/2018 Clausura
1,N. Araújo,Liga MX,Winner,2014/2015
2,N. Araújo,Liga MX,Runner-up,2012/2013 Clausura
3,N. Araújo,Copa MX,Winner,2014/2015 Apertura
4,N. Araújo,Copa MX,Winner,2012/2013 Clausura
5,N. Araújo,Campeón de Campeones,Winner,2014/2015
6,N. Araújo,Concacaf Gold Cup,Winner,2019 USA / Costa Rica / Jamaica
7,N. Araújo,Olympics,Winner,2012 London
8,N. Araújo,Olympic Qualifying Concacaf,Winner,2012
9,N. Araújo,World Youth Festival Toulon,Winner,2012
10,N. Araújo,Pan American Games,Winner,2011
0,Aitor,Segunda División,Runner-up,2012/2013
1,Aitor,Emirates Cup,Runner-up,2015
0,A. Maher,Eredivisie,Winner,2015/2016
1,A. Maher,Eredivisie,Winner,2014/2015
2,A. Maher,Eredivisie,Winner,2008/2009
3,A. Maher,KNVB Beker,Winner,2012/2013
4,A. Maher,Super Cup,Winner,2016/2017
5,A. Maher,Super Cup,Winner,2015/2016
6,A. Maher,Super Cup,Winner,2009/2010
0,R. Morrison,Premier League,Winner,2010/2011
1,R. Morrison,Super Cup,Runner-up,2015/2016
2,R. Morrison,Community Shield,Winner,2011/2012
3,R. Morrison,UEFA Champions League,Runner-up,2010/2011
0,M. Elyounoussi,Super League,Winner,2016/2017
1,M. Elyounoussi,Super League,Runner-up,2017/2018
2,M. Elyounoussi,Eliteserien,Winner,2014
3,M. Elyounoussi,1. Division,Runner-up,2012
4,M. Elyounoussi,Schweizer Pokal,Winner,2016/2017
5,M. Elyounoussi,NM Cupen,Winner,2014
6,M. Elyounoussi,League Cup,Winner,2019/2020
0,J. Locadia,Eredivisie,Winner,2015/2016
1,J. Locadia,Eredivisie,Winner,2014/2015
2,J. Locadia,Eredivisie,Runner-up,2012/2013
3,J. Locadia,KNVB Beker,Winner,2011/2012
4,J. Locadia,KNVB Beker,Runner-up,2012/2013
5,J. Locadia,Super Cup,Winner,2016/2017
6,J. Locadia,Super Cup,Winner,2015/2016
7,J. Locadia,Super Cup,Winner,2012/2013
0,S. Kverkvelia,Premier League,Winner,2017/2018
1,S. Kverkvelia,Premier League,Runner-up,2018/2019
2,S. Kverkvelia,Cup,Winner,2018/2019
3,S. Kverkvelia,Cup,Winner,2016/2017
4,S. Kverkvelia,Cup,Winner,2011/2012
5,S. Kverkvelia,Super Cup,Winner,2019/2020
6,S. Kverkvelia,Super Cup,Runner-up,2018/2019
7,S. Kverkvelia,Super Cup,Runner-up,2017/2018
0,J. Córdoba,2. Bundesliga,Winner,2018/2019
1,J. Córdoba,Copa Catalunya,Runner-up,2013/2014
2,J. Córdoba,Sudamericano U20,Winner,2013 Argentina
3,J. Córdoba,World Youth Festival Toulon,Runner-up,2013
0,Fernandinho,Copa do Brasil,Winner,2013
1,Fernandinho,Carioca 1,Runner-up,2013
0,Pere Pons,Segunda División,Runner-up,2016/2017
1,Pere Pons,Copa Catalunya,Runner-up,2016/2017
2,Pere Pons,Copa Catalunya,Runner-up,2014/2015
3,Pere Pons,Supercopa de Catalunya,Winner,2019
0,R. Khedira,Bundesliga,Runner-up,2016/2017
1,R. Khedira,2. Bundesliga,Runner-up,2015/2016
2,R. Khedira,DFB Pokal,Runner-up,2012/2013
0,D. Kohr,UEFA U21 Championship,Winner,2017 Poland
0,A. Masuaku,Super League 1,Winner,2015/2016
1,A. Masuaku,Super League 1,Winner,2014/2015
2,A. Masuaku,Cup,Winner,2014/2015
3,A. Masuaku,Cup,Runner-up,2015/2016
0,D. Yedlin,Championship,Winner,2016/2017
1,D. Yedlin,US Open Cup,Winner,2014
2,D. Yedlin,League Cup,Runner-up,2014/2015
3,D. Yedlin,MLS All-Star,Winner,2014
0,A. Aguerre,Superliga,Winner,2012/2013
1,A. Aguerre,Superliga,Winner,2012/2013 Torneo Inicial
2,A. Aguerre,Superliga,Winner,2010/2011 Clausura
3,A. Aguerre,Superliga,Runner-up,2010/2011 Apertura
4,A. Aguerre,Super Copa,Winner,2013/2014
5,A. Aguerre,Copa Libertadores Play-off,Runner-up,2015
0,G. Herrera,Primera Nacional,Winner,2016
0,A. Blake,Concacaf Gold Cup,Runner-up,2017 USA
1,A. Blake,Concacaf Gold Cup,Runner-up,2015
2,A. Blake,US Open Cup,Runner-up,2018
3,A. Blake,US Open Cup,Runner-up,2015
4,A. Blake,US Open Cup,Runner-up,2014
0,Otávio,Primeira Liga,Runner-up,2016
1,Otávio,Paranaense 1,Winner,2016
2,Otávio,Paranaense 1,Runner-up,2017
0,F. Cervi,Primeira Liga,Winner,2018/2019
1,F. Cervi,Primeira Liga,Winner,2016/2017
2,F. Cervi,Primeira Liga,Runner-up,2017/2018
3,F. Cervi,Taça de Portugal,Winner,2016/2017
4,F. Cervi,Copa Argentina,Runner-up,2014/2015
5,F. Cervi,Super Cup,Winner,2019/2020
6,F. Cervi,Super Cup,Winner,2017/2018
7,F. Cervi,Super Cup,Winner,2016/2017
8,F. Cervi,Algarve Football Cup,Winner,2017
9,F. Cervi,International Champions Cup,Winner,2019
0,A. Briançon,Ligue 2,Runner-up,2017/2018
0,R. Gosens,Eerste Divisie,Runner-up,2013/2014
1,R. Gosens,Coppa Italia,Runner-up,2018/2019
0,Bustinza,Segunda División,Runner-up,2015/2016
1,Bustinza,Copa del Rey,Runner-up,2014/2015
0,Caio,Arabian Gulf League,Winner,2017/2018
1,Caio,J-League Cup,Winner,2015
2,Caio,Super Cup,Winner,2019/2020
3,Caio,Super Cup,Runner-up,2018/2019
4,Caio,Presidents Cup,Winner,2017/2018
5,Caio,AFC Champions League,Runner-up,2016
6,Caio,FIFA Club World Cup,Runner-up,2018 UAE
7,Caio,International Champions Cup,Winner,2019
0,Pablo Santos,Serie C,Runner-up,2014
1,Pablo Santos,Taça da Liga,Winner,2019/2020
2,Pablo Santos,Paraense,Winner,2016
3,Pablo Santos,Paraense,Winner,2012/2013
4,Pablo Santos,Paraense,Runner-up,2013/2014
5,Pablo Santos,Copa Verde,Winner,2016
6,Pablo Santos,Copa Verde,Runner-up,2017
7,Pablo Santos,Copa Verde,Runner-up,2014
0,V. Coufal,Czech Liga,Winner,2018/2019
1,V. Coufal,Cup,Winner,2018/2019
2,V. Coufal,Cup,Winner,2014/2015
3,V. Coufal,Super Cup,Runner-up,2015/2016
0,L. Skorupski,Serie A,Runner-up,2014/2015
1,L. Skorupski,Serie A,Runner-up,2013/2014
0,A. Hansen,Eliteserien,Winner,2018
1,A. Hansen,Eliteserien,Winner,2017
2,A. Hansen,Eliteserien,Winner,2016
3,A. Hansen,Eliteserien,Winner,2015
4,A. Hansen,Úrvalsdeild,Runner-up,2009
5,A. Hansen,NM Cupen,Winner,2018
6,A. Hansen,NM Cupen,Winner,2016
7,A. Hansen,NM Cupen,Winner,2015
8,A. Hansen,NM Cupen,Runner-up,2014
9,A. Hansen,Super Cup,Winner,2018
10,A. Hansen,Super Cup,Winner,2017
0,E. Mangala,Premier League,Runner-up,2014/2015
1,E. Mangala,First Division A,Winner,2008/2009
2,E. Mangala,First Division A,Runner-up,2010/2011
3,E. Mangala,Primeira Liga,Winner,2012/2013
4,E. Mangala,Primeira Liga,Winner,2011/2012
5,E. Mangala,Cup,Winner,2010/2011
6,E. Mangala,League Cup,Winner,2015/2016
7,E. Mangala,Taça da Liga,Runner-up,2012/2013
8,E. Mangala,Super Cup,Winner,2009/2010
9,E. Mangala,Super Cup,Winner,2008/2009
10,E. Mangala,Super Cup,Runner-up,2011/2012
11,E. Mangala,Super Cup,Winner,2013/2014
12,E. Mangala,Super Cup,Winner,2012/2013
13,E. Mangala,European Championship,Runner-up,2016 France
14,E. Mangala,UEFA Super Cup,Runner-up,2011/2012
15,E. Mangala,Emirates Cup,Runner-up,2013
0,Oriol Romeu,La Liga,Winner,2010/2011
1,Oriol Romeu,FA Cup,Winner,2011/2012
2,Oriol Romeu,Copa del Rey,Runner-up,2010/2011
3,Oriol Romeu,League Cup,Runner-up,2016/2017
4,Oriol Romeu,Community Shield,Runner-up,2012/2013
5,Oriol Romeu,Super Cup,Winner,2010/2011
6,Oriol Romeu,UEFA Champions League,Winner,2011/2012
7,Oriol Romeu,UEFA Champions League,Winner,2010/2011
8,Oriol Romeu,UEFA Europa League,Winner,2012/2013
9,Oriol Romeu,UEFA Super Cup,Runner-up,2012/2013
10,Oriol Romeu,FIFA Club World Cup,Runner-up,2012 Japan
0,L. Unnerstall,DFB Pokal,Winner,2010/2011
1,L. Unnerstall,Super Cup,Runner-up,2019/2020
2,L. Unnerstall,Super Cup,Winner,2011/2012
3,L. Unnerstall,Super Cup,Runner-up,2010/2011
0,A. Thomasson,Coupe de France,Runner-up,2012/2013
1,A. Thomasson,Coupe de la Ligue,Winner,2018/2019
0,C. McGregor,Premiership,Winner,2018/2019
1,C. McGregor,Premiership,Winner,2017/2018
2,C. McGregor,Premiership,Winner,2016/2017
3,C. McGregor,Premiership,Winner,2015/2016
4,C. McGregor,Premiership,Winner,2014/2015
5,C. McGregor,Premiership,Winner,2012/2013
6,C. McGregor,Premiership,Winner,2011/2012
7,C. McGregor,FA Cup,Winner,2018/2019
8,C. McGregor,FA Cup,Winner,2017/2018
9,C. McGregor,FA Cup,Winner,2016/2017
10,C. McGregor,FA Cup,Winner,2012/2013
11,C. McGregor,League Cup,Winner,2019/2020
12,C. McGregor,League Cup,Winner,2018/2019
13,C. McGregor,League Cup,Winner,2017/2018
14,C. McGregor,League Cup,Winner,2016/2017
15,C. McGregor,League Cup,Winner,2014/2015
16,C. McGregor,League Cup,Runner-up,2011/2012
0,S. Widmer,Super League,Runner-up,2018/2019
1,S. Widmer,Challenge League,Winner,2012/2013
2,S. Widmer,Challenge League,Runner-up,2011/2012
3,S. Widmer,Schweizer Pokal,Winner,2018/2019
0,Jaume,Copa del Rey,Winner,2018/2019
1,Jaume,Emirates Cup,Winner,2014
0,M. Jørgensen,Eredivisie,Runner-up,2012/2013
1,M. Jørgensen,Superliga,Winner,2016/2017
2,M. Jørgensen,Superliga,Winner,2015/2016
3,M. Jørgensen,Superliga,Winner,2010/2011
4,M. Jørgensen,Superliga,Winner,2009/2010
5,M. Jørgensen,Superliga,Winner,2008/2009
6,M. Jørgensen,Superliga,Runner-up,2014/2015
7,M. Jørgensen,Superliga,Runner-up,2011/2012
8,M. Jørgensen,KNVB Beker,Runner-up,2012/2013
9,M. Jørgensen,DBU Pokalen,Winner,2016/2017
10,M. Jørgensen,DBU Pokalen,Winner,2015/2016
11,M. Jørgensen,DBU Pokalen,Winner,2014/2015
12,M. Jørgensen,DBU Pokalen,Winner,2011/2012
13,M. Jørgensen,DBU Pokalen,Winner,2008/2009
14,M. Jørgensen,Super Cup,Winner,2012/2013
0,A. McCarthy,Championship,Winner,2011/2012
1,A. McCarthy,FA Cup,Runner-up,2015/2016
2,A. McCarthy,League Cup,Runner-up,2016/2017
0,T. Kolodziejczak,Ligue 1,Runner-up,2009/2010
1,T. Kolodziejczak,Liga MX,Winner,2017/2018 Apertura
2,T. Kolodziejczak,Copa del Rey,Runner-up,2015/2016
3,T. Kolodziejczak,Coupe de France,Winner,2011/2012
4,T. Kolodziejczak,Coupe de la Ligue,Runner-up,2011/2012
5,T. Kolodziejczak,Coupe de la Ligue,Runner-up,2007/2008
6,T. Kolodziejczak,Campeón de Campeones,Winner,2017/2018
7,T. Kolodziejczak,Super Cup,Runner-up,2016/2017
8,T. Kolodziejczak,UEFA Europa League,Winner,2015/2016
9,T. Kolodziejczak,UEFA Europa League,Winner,2014/2015
10,T. Kolodziejczak,UEFA Super Cup,Runner-up,2016/2017
11,T. Kolodziejczak,UEFA Super Cup,Runner-up,2015/2016
12,T. Kolodziejczak,Emirates Cup,Runner-up,2010
13,T. Kolodziejczak,Supercopa Euroamericana,Winner,2016
14,T. Kolodziejczak,Supercopa Euroamericana,Runner-up,2015
15,T. Kolodziejczak,UEFA U19 Championship,Winner,2010 France
0,L. Chichizola,Superliga,Winner,2013/2014
1,L. Chichizola,Superliga,Winner,2013/2014 Torneo Final
2,L. Chichizola,Superliga,Runner-up,2012/2013 Torneo Final
3,L. Chichizola,Primera Nacional,Winner,2011/2012
4,L. Chichizola,Copa Ibérica,Runner-up,2019
0,E. Cardona,Superliga,Winner,2017/2018
